	Genes.tsv					KB	Simulation	Essentiality						EcoGene			WCM curation	Gene Ontology
Included	In Orth 2011	Substrates	EcoCyc ID	Symbol	Name	Annotation	Function	Synth_Prob	Prob(>=1 transcript/gen)	KEIO LB	KEIO MM 24h	KEIO MM 48h 	Gen footprin LB	PEC database	Mutagen LB	Name	Function	Description	Function	GO-terms
Can add reaction	Yes	['NITRATE // NITRITE']	EG12153	narU	nitrate / nitrite transporter NarU	characterized	characterized	2.06077302657E-07	0.13	0.708	0.308	0.326	N	N	N	nitrate/nitrite transporter	Transport; Transport of small molecules: Anions	Nitrate/nitrite transporter; nitrite extrusion protein 2	Met Orth 	nitrate transport
No	No		EG12164	ytjC	predicted phosphoglycerate mutase 2	unknown	unknown	8.29865498216E-06	0.94	0.74	0.339	0.378	N	N	N	phosphatase	Enzyme; Not classified	Phosphatase, function unknown; multicopy suppressor of serB	Met Orth 	N/A
Yes	Yes	['NA+ // ILE', 'NA+ // LEU', 'NA+ // VAL']	EG12168	brnQ	branched chain amino acid transporter BrnQ	characterized	characterized	5.41392820456E-06	0.88	0.664	0.267	0.552	N	N	u	branched-chain amino acid transport system 2 carrier protein; LIV-II transport system for Ile, Leu, and Val	Transport; Transport of small molecules: Amino acids, amines	Branched-chain amino acid transport system 2 carrier protein; LIV-II transport system for Ile, Leu, and Val; mutants are valine and o-methylthreonine resistant, glycylvaline sensitive	Met Orth 	isoleucine transport
Can add reaction	Yes	['WATER // ATP // PROTOHEME // Pi // ADP // PROTON']	EG12169	ccmD	protoheme IX ABC transporter - membrane subunit CcmD	characterized	characterized	0.000000389	0.09	0.775	0.35	0.321	N	N	N	cytochrome c biogenesis protein; heme export ABC transporter holo-CcmE release factor	Transport; Protein, peptide secretion	Heme export ABC transporter holo-CcmE release factor	Met Orth 	heme transport
Can add reaction	Yes	['Lipid-A // CPD-17523 // HEPTA-ACYLATED-LIPID-A // 2-Acylglycero-Phosphocholines']	EG12180	pagP	PagP monomer	characterized	characterized	5.24509919868E-07	0.09	0.83	0.252	0.11	N	u	u	phospholipid:lipid A palmitoyltransferase	Enzyme; Surface polysaccharides & antigens	Phospholipid:lipid A palmitoyltransferase; confers resistance to cationic antimicrobial peptides; multicopy suppressor of camphor-induced or mukB mutant chromosome condensation	Met Orth 	N/A
No	Yes		EG12181	grxD	glutaredoxin 4	characterized	characterized	8.81170698395E-05	1.00	0.778	0.387	0.398	E	N	N	glutaredoxin-4	Null	Monothiol glutaredoxin Grx4 with CGFS motif; substrate for thioredoxin reductase; mutants are hypersensitive to iron depletion	Met Orth 	N/A
Can add reaction	Yes	['PROTON // CPD0-1080', 'PROTON // CPD0-1081']	EG12183	ampG	muropeptide H<sup>+</sup> symporter	characterized	characterized	7.76255385022E-06	0.91	0.768	0.328	0.396	N	N	N	muropeptide transporter	Regulator; Drug/analog sensitivity	Muropeptide permease, imports GlcNAc-anhMurNAc-peptides; required for cloned Citrobacter freundii AmpR-regulated beta-lactamase induction and murein recycling	Met Orth 	peptidoglycan transport
Yes	Yes	['PROTON // OXYGEN-MOLECULE // COPROPORPHYRINOGEN_III // PROTOPORPHYRINOGEN // CARBON-DIOXIDE // WATER']	EG12189	hemF	coproporphyrinogen III oxidase	characterized	characterized	8.27945530653E-06	0.91	0.804	0.297	0.317	N	N	N	coproporphyrinogen III oxidase	Enzyme; Biosynthesis of cofactors, carriers: Heme, porphyrin	Coproporphyrinogen III oxidase, oxygen-dependent; stimulated by manganese; dimeric	Met Orth 	protoporphyrinogen IX biosynthetic process from glutamate
Yes	No	['ATP // NAD // PROTON // NADP // ADP']	EG12192	nadK	NAD kinase monomer	characterized	characterized	1.07370828944E-05	0.97	N.A.	N.A.	N.A.	E	u	u	NAD kinase	Null	ATP-NAD kinase	Met Orth 	NADP biosynthetic process
Yes	Yes	['ADP-L-GLYCERO-D-MANNO-HEPTOSE // CPD0-929 // PROTON // CPD0-930 // ADP']	EG12210	waaF	ADP-heptose LPS heptosyltransferase II	characterized	characterized	2.37905599713E-05	1.00	0.365	0.248	0.326	N	N	N	ADP-heptose:LPS heptosyltransferase II	Enzyme; Macromolecule metabolism: Lipopolysaccharide	ADP-heptose:LPS heptosyltransferase II	Met Orth 	N/A
Yes	Yes	['ATP // WATER // ZN+2 // ADP // Pi // PROTON']	EG12215	zntA	zinc	characterized	characterized	1.48815717459E-06	0.44	0.783	0.302	0.356	N	N	N	zinc, cobalt and lead efflux system	Transport; Transport of small molecules: Cations	Zn(II), Cd(II), and Pb(II) translocating P-type ATPase; mutant is hypersensitive to Zn and Cd salts	Met Orth 	detoxification of zinc ion
Yes	Yes	['CO-A // apo-ACP // 3-5-ADP // ACP // PROTON', 'CO-A // Apo-EntB // Holo-EntB // 3-5-ADP // PROTON']	EG12221	acpT	holo-acyl carrier protein synthase 2	characterized	characterized	9.24371932102E-06	0.91	0.777	0.374	0.428	?	u	u	4'-phosphopantetheinyl transferase	Null	4'-phosphopantetheinyl transferase; CoA-phosphopantetheinyltransferase; multicopy suppressor of acpS1, can modify ACP when overexpressed	Met Orth 	peptidyl-serine phosphopantetheinylation
Yes	Yes	['PROTON // ARSENATE', 'CPD-18500 // PROTON', 'CPD-18499 // PROTON', 'PROTON // Pi', 'CPD-4544 // PROTON', 'CPD-18501 // PROTON']	EG12230	pitA	phosphate / arsenate H<sup>+</sup> symporter PitA	characterized	characterized	2.04560812626E-05	1.00	0.753	0.75	0.799	N	N	u	phosphate transporter, low-affinity; tellurite importer	Transport; Transport of small molecules: Anions	Low-affinity inorganic phosphate transporter; tellurite uptake; arsenate transporter; putative Zn(II) transporter	Met Orth 	arsenate ion transmembrane transport
Yes	Yes	['DIPEPTIDES // PROTON', 'PROTON // TRIPEPTIDES']	EG12232	dtpB	dipeptide / tripeptide H<sup>+</sup> symporter DtpB	characterized	characterized	1.41362854898E-06	0.47	0.775	0.312	0.498	N	N	N	dipeptide and tripeptide permease B	Transport; Not classified	Dipeptide and tripeptide permease B	Met Orth 	N/A
Yes	Yes	['PROTON // CPD0-2039', 'PROTON // CPD-763']	EG12236	arsB	ArsB	characterized	characterized	4.72865290771E-07	0.19	0.794	0.397	0.451	N	N	N	arsenite/antimonite transporter	Transport; Drug/analog sensitivity	Arsenite pump, inner membrane; resistance to arsenate, arsenite, and antimonite	Met Orth 	antimonite transport
Yes	Yes	['PROTON // Red-Glutaredoxins // ARSENATE // CPD-763 // Ox-Glutaredoxins // WATER']	EG12237	arsC	arsenate reductase	characterized	characterized	8.44073969947E-07	0.31	0.802	0.379	0.279	N	N	u	arsenate reductase	Enzyme; Drug/analog sensitivity	Arsenate reductase; resistance to arsenate, arsenite, and antimonite	Met Orth 	response to arsenic-containing substance
Yes	Yes	['WATER // TREHALOSE // GLC // ALPHA-GLUCOSE']	EG12245	treF	cytoplasmic trehalase	characterized	characterized	6.98324720899E-06	0.88	0.73	0.326	0.346	X	N	N	cytoplasmic trehalase	Enzyme; Degradation of small molecules: Carbon compounds	Cytoplasmic trehalase	Met Orth 	trehalose catabolic process
Yes	Yes	['ATP // 2-DEHYDRO-3-DEOXY-D-GLUCONATE // PROTON // 2-KETO-3-DEOXY-6-P-GLUCONATE // ADP']	EG12253	kdgK	2-keto-3-deoxygluconokinase	characterized	characterized	8.70090836787E-06	0.94	0.765	0.342	0.239	N	N	u	2-dehydro-3-deoxygluconokinase	Enzyme; Degradation of small molecules: Carbon compounds	2-dehydro-3-deoxygluconokinase; 2-keto-3-deoxygluconokinase	Met Orth 	D-galacturonate catabolic process
Yes	Yes	['KDO2-LIPID-A // L-1-PHOSPHATIDYL-ETHANOLAMINE // DIACYLGLYCEROL // CPD-11653', 'KDO2-LIPID-IVA // L-1-PHOSPHATIDYL-ETHANOLAMINE // DIACYLGLYCEROL // PHOSPHATIDYLETHANOLAMINE-KDO2']	EG12267	eptB	phosphoethanolamine transferase EptB	characterized	characterized	2.64714823301E-06	0.72	0.806	0.279	0.124	N	N	u	KDO phosphoethanolamine transferase, Ca(2+)-inducible	Null	KDO phosphoethanolamine transferase, Ca(2+)-inducible; required for Ca(2+) tolerance of heptose-deficient cells	Met Orth 	N/A
Yes	No	['NADP // 5-DEHYDROGLUCONATE // PROTON // 25-DIDEHYDRO-D-GLUCONATE // NADPH', 'GLUCONATE // NADP // PROTON // CPD-377 // NADPH', 'NADP // L-IDONATE // CPD-13059 // NADPH // PROTON', 'NADP // GLYCOLLATE // PROTON // NADPH // GLYOX', 'NADP // GLYCERATE // PROTON // OH-PYR // NADPH']	EG12272	ghrB	GhrB	characterized	characterized	4.72018094108E-05	1.00	N/A	N/A	N/A	N/A	N/A	N/A	glyoxylate/hydroxypyruvate reductase B	Null	Glyoxylate/hydroxypyruvate reductase B; 2-ketogluconate reductase; activity higher on hydroxypyruvate than glyoxylate	Met Orth 	ketogluconate catabolic process
Yes	Yes	['WATER // ATP // ADP // Pi // PROTON // D-Xylose']	EG12275	xylG	xylose ABC transporter - ATP binding subunit	characterized	characterized	1.4194223387E-06	0.38	0.802	0.398	0.422	N	N	N	D-xylose ABC transporter dual domain ATPase	Transport; Sugar metabolism	D-xylose ABC transporter ATPase, tandem domains	Met Orth 	D-ribose transport
Yes	Yes	['WATER // ATP // ADP // Pi // PROTON // D-Xylose']	EG12276	xylH	xylose ABC transporter - membrane subunit	characterized	characterized	2.45851058713E-07	0.13	0.753	0.416	0.494	N	N	N	D-xylose ABC transporter permease	Putative transport; Not classified	D-xylose ABC transporter permease	Met Orth 	D-ribose transport
Yes	Yes	['NAD // 3-KETO-L-GULONATE // PROTON // CPD-334 // NADH']	EG12279	yiaK	2,3-diketo-L-gulonate reductase monomer	characterized	unknown	1.72647665272E-07	0.16	0.739	0.204	0.202	N	N	N	2,3-diketo-L-gulonate reductase, NADH-dependent	Putative enzyme; Not classified	2,3-diketo-L-gulonate reductase, NADH-dependent	Met Orth 	N/A
Can add reaction	Yes	['NA+ // CPD-334']	EG12281	yiaM	2,3-diketo-L-gulonate Na<sup>+</sup> symporter - membrane subunit	characterized	unknown	9.36521183452E-08	0.00	0.676	0.382	0.491	N	N	u	2,3-diketo-L-gulonate TRAP transporter small permease protein	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	2,3-diketo-L-gulonate TRAP transporter small permease protein; TRAP (TRipartite ATP-independent Periplasmic) family 2,3-diketo-L-gulonate:Na+ symporter YiaMNO	Met Orth 	N/A
Can add reaction	Yes	['NA+ // CPD-334']	EG12282	yiaN	2,3-diketo-L-gulonate Na<sup>+</sup> symporter - membrane subunit	characterized	unknown	1.59298618988E-07	0.00	0.806	0.356	0.535	?	N	u	2,3-diketo-L-gulonate TRAP transporter large permease protein	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	2,3-diketo-L-gulonate TRAP transporter large permease protein; TRAP (TRipartite ATP-independent Periplasmic) family 2,3-diketo-L-gulonate:Na+ symporter YiaMNO	Met Orth 	N/A
Can add reaction	Yes	['NA+ // CPD-334']	EG12283	yiaO	2,3-diketo-L-gulonate Na<sup>+</sup> symporter - periplasmic binding protein	characterized	unknown	7.52686551674E-08	0.03	0.657	0.475	0.508	N	N	u	2,3-diketo-L-gulonate-binding periplasmic protein	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	2,3-diketo-L-gulonate-binding periplasmic protein; TRAP (TRipartite ATP-independent Periplasmic) family 2,3-diketo-L-gulonate:Na+ symporter YiaMNO	Met Orth 	N/A
Yes	Yes	['ATP // 3-KETO-L-GULONATE // PROTON // CPD-2343 // ADP', 'ATP // L-XYLULOSE // PROTON // L-XYLULOSE-5-P // ADP']	EG12284	lyxK	L-xylulose kinase	characterized	characterized	2.14600161092E-07	0.13	0.658	0.233	0.312	N	N	N	L-xylulose kinase	Enzyme; Degradation of small molecules: Carbon compounds	L-xylulose/3-keto-L-gulonate kinase	Met Orth 	L-lyxose metabolic process
Yes	Yes	['CPD-2343 // PROTON // L-XYLULOSE-5-P // CARBON-DIOXIDE']	EG12285	sgbH	3-keto-L-gulonate 6-phosphate decarboxylase	characterized	characterized	0.000000354	0.03	0.748	0.301	0.336	X	N	N	3-keto-L-gulonate 6-phosphate decarboxylase	Enzyme; Central intermediary metabolism: Pool, multipurpose conversions	3-keto-L-gulonate-6-phosphate decarboxylase; required for the aerobic utilization of L-ascorbate but not for fermentation; L-xylulose catabolism	Met Orth 	'de novo' pyrimidine nucleobase biosynthetic process
Yes	Yes	['L-RIBULOSE-5-P // XYLULOSE-5-PHOSPHATE']	EG12287	sgbE	L-ribulose-5-phosphate 4-epimerase	characterized	characterized	8.5351882463E-07	0.28	0.783	0.416	0.488	N	N	N	L-ribulose-5-phosphate 4-epimerase	Enzyme; Central intermediary metabolism: Pool, multipurpose conversions	L-ribulose 5-phosphate 4-epimerase; required for the aerobic utilization of L-ascorbate but not for fermentation; L-xylulose catabolism	Met Orth 	L-arabinose catabolic process
Yes	Yes	['WATER // NADP // ACETALD // ACET // NADPH // PROTON']	EG12292	aldB	AldB	characterized	characterized	2.70468090547E-07	0.03	0.766	0.407	0.441	X	N	N	aldehyde dehydrogenase B	Enzyme; Degradation of small molecules: Carbon compounds	Aldehyde dehydrogenase, NADP-dependent; tetrameric	Met Orth 	response to ethanol
No	Yes		EG12294	grxC	reduced glutaredoxin 3	characterized	characterized	6.94037964323E-05	1.00	0.727	0.415	0.598	N	N	u	glutaredoxin 3	Enzyme; Biosynthesis of cofactors, carriers: Thioredoxin, glutaredoxin, glutathione	Glutaredoxin 3	Met Orth 	glutaredoxin biosynthetic process
Yes	No	['2-PG // G3P']	EG12296	gpmM	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	characterized	characterized	4.46018334439E-05	1.00	0.753	0.303	0.292	N	u	N	phosphoglycero mutase III, cofactor-independent	Putative enzyme; Not classified	Phosphoglycerate mutase, Mn-dependent, cofactor-independent; iPGM; monomeric	Met Orth 	N/A
Yes	Yes	['ATP // TMP // TDP // ADP']	EG12302	tmk	dTMP kinase	characterized	characterized	1.21075106637E-05	0.94	N.A.	N.A.	N.A.	E	E	u	thymidylate kinase	Enzyme; 2'-Deoxyribonucleotide metabolism	Thymidylate kinase	Met Orth 	dTDP biosynthetic process
Can add reaction	Yes	['WATER // ATP // PUTRESCINE // ADP // Pi // PROTON']	EG12304	sapD	peptide ABC transporter SapABCDF - ATP binding subunit	characterized	characterized	7.83928229649E-06	0.88	0.586	0.319	0.347	N	N	N	antimicrobial peptide ABC transporter ATPase	Putative transport; Not classified	Antimicrobial peptide ABC transporter ATPase; required for ATP-dependence of Trk K+ uptake systems	Met Orth 	N/A
Yes	Yes	['ATP // DEPHOSPHO-COA // PROTON // CO-A // ADP']	EG12312	coaE	dephospho-CoA kinase	characterized	characterized	1.95378161103E-05	1.00	0.869	0.333	0.335	E	E	u	dephospho-CoA kinase	Orf; Not classified	Dephospho-CoA kinase; final step in CoA synthesis	Met Orth 	coenzyme A biosynthetic process
Yes	Yes	['CPD-618 // CPD-1136 // WATER', 'WATER // CIS-ACONITATE // THREO-DS-ISO-CITRATE', 'CIT // CIS-ACONITATE // WATER', 'CIT // THREO-DS-ISO-CITRATE']	EG12316	acnB	bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase	characterized	characterized	0.0002747984	1.00	0.704	0.331	0.387	N	N	u	aconitate hydratase 2; aconitase B; 2-methyl-cis-aconitate hydratase	Enzyme; Energy metabolism, carbon: TCA cycle	Aconitate hydratase 2; aconitase B; 2-methyl-cis-aconitate hydratase; iron-sulfur cluster; monomeric	Met Orth 	propionate catabolic process
Yes	Yes	['OXYGEN-MOLECULE // CPD-12797 // CPD-19233 // WATER', 'OXYGEN-MOLECULE // PROTON // CU+ // CU+2 // WATER', 'OXYGEN-MOLECULE // 2-3-DIHYDROXYBENZOATE // PROTON // 2-CARBOXYMUCONATE', 'OXYGEN-MOLECULE // PROTON // FE+2 // FE+3 // WATER']	EG12318	cueO	multicopper oxidase with role in copper homeostasis	characterized	characterized	7.62319536455E-06	0.94	0.815	0.241	0.262	N	u	u	multicopper oxidase (laccase)	Null	Multicopper oxidase (laccase), confers copper tolerance; oxidizes model substrate dimethoxyphenol; in vitro ferroxidase and phenoloxidase activities; regulated by copper-responsive CueR activator	Met Orth 	N/A
Yes	No	['PROTON // HCO3 // CARBON-DIOXIDE // WATER']	EG12319	can	carbonic anhydrase 2 monomer	characterized	characterized	0.0005697531	1.00	N.A.	N.A.	N.A.	E	E	u	carbonic anhydrase	Enzyme; Central intermediary metabolism: Pool, multipurpose conversions	Carbonic anhydrase, beta class	Met Orth 	N/A
Yes	Yes	['CL- // PROTON']	EG12331	clcA	ClcA	characterized	characterized	4.29579248656E-06	0.75	0.988	0.34	0.384	N	u	N	H(+)/Cl(-) exchange transporter	Transport; Not classified	H(+)/Cl(-) exchange transporter; involved in the extreme acid response	Met Orth 	chloride transport
Can add reaction	Yes	['WATER // ATP // ADP // Pi // COB-I-ALAMIN // PROTON', 'WATER // ATP // COBINAMIDE // ADP // Pi // PROTON']	EG12334	btuF	vitamin B<sub>12</sub> ABC transporter - periplasmic binding protein	characterized	characterized	4.69085356242E-06	0.88	0.764	0.189	0.246	N	u	u	vitamin B12 ABC transporter periplasmic binding protein	Null	Vitamin B12 periplasmic binding protein	Met Orth 	cobalamin transport
Yes	Yes	['NADP // 3-HYDROXY-PROPIONATE // MALONATE-S-ALD // NADPH // PROTON', 'NADP // L-ALLO-THREONINE // AMINO-ACETONE // CARBON-DIOXIDE // NADPH', 'NADP // L-ALLO-THREONINE // AMINO-OXOBUT // NADPH // PROTON', 'NADP // SER // CPD-1772 // NADPH // CARBON-DIOXIDE', 'NADP // SER // 2-AMINOMALONATE-SEMIALDEHYDE // NADPH // PROTON']	EG12345	ydfG	3-hydroxy acid dehydrogenase monomer	characterized	unknown	3.61802426635E-05	1.00	0.771	0.209	0.149	N	N	N	NADP-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase	Putative enzyme; Not classified	NADP-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase	Met Orth 	uracil catabolic process
Yes	Yes	['ATP // CO-A // CPD66-39 // Saturated-Fatty-Acyl-CoA // PPI // AMP', 'CO-A // ATP // CPD66-39 // Saturated-Fatty-Acyl-CoA // AMP // PPI // PROTON', 'CO-A // ATP // CPD-9247 // CPD-18346 // AMP // PPI // PROTON', 'CO-A // ATP // OLEATE-CPD // OLEOYL-COA // AMP // PPI // PROTON', 'CO-A // ATP // CPD-9245 // CPD-10269 // AMP // PPI // PROTON']	EG12357	fadK	short chain acyl-CoA synthetase monomer	characterized	characterized	0.000000524	0.22	0.742	0.324	0.362	N	N	u	short chain acyl-CoA synthetase, anaerobic	Putative enzyme; Not classified	Acyl-CoA synthase, anaerobic	Met Orth 	N/A
Yes	Yes	['WATER // ATP // Aliphatic-Sulfonates // ADP // Pi // PROTON']	EG12358	ssuB	aliphatic sulfonate ABC transporter - ATP binding subunit	characterized	characterized	1.1855243949E-06	0.47	0.814	0.313	0.351	N	N	N	aliphatic sulfonate ABC transporter ATPase	Transport; Not classified	Aliphatic sulfonate ABC transporter ATPase; sulfur starvation inducible	Met Orth 	alkanesulfonate transport
Yes	Yes	['CHORISMATE // ISOCHORISMATE']	EG12362	menF	MenF	characterized	characterized	9.48664455067E-06	0.97	0.724	0.293	0.191	N	N	u	isochorismate synthase 2	Enzyme; Biosynthesis of cofactors, carriers: Menaquinone, ubiquinone	Isochorismate synthase, menaquinone biosynthesis	Met Orth 	menaquinone biosynthetic process
Can add reaction	Yes	['PROTON // AG+', 'PROTON // CU+']	EG12367	cusA	copper / silver efflux transport system - membrane subunit	characterized	characterized	2.57106017863E-06	0.69	0.855	0.303	0.294	N	N	u	copper/silver efflux system, membrane component	Putative transport; Not classified	Silver and copper efflux, membrane transporter; overexpression confers low level fosfomycin resistance; confers copper and silver resistance	Met Orth 	silver ion transport
Yes	Yes	['ATP // WATER // ZN+2 // ADP // Pi // PROTON']	EG12368	znuB	Zn<sup>2+</sup> ABC transporter - membrane subunit	characterized	characterized	5.3208546871E-06	0.94	0.694	0.343	0.413	N	u	u	zinc ABC transporter permease	Null	Zinc ABC transporter permease	Met Orth 	zinc ion transmembrane transport
Can add reaction	Yes	['PROTON // GLUCONATE']	EG12380	gntT	gluconate transporter GntT	characterized	characterized	3.99914054663E-06	0.72	0.747	0.22	0.158	N	N	N	gluconate transporter, high-affinity GNT I system	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	High-affinity gluconate transport	Met Orth 	D-gluconate catabolic process
