"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Names"
EG20257	"b2675"	2801348	2803492	NRDE-MONOMER	"nrdE" // "b2675" // "ECK2669"
G7204	"b2333"	2450051	2450590	G7204-MONOMER	"yfcP" // "b2333" // "ECK2327"
EG11102	"b0477"	500125	501429	GSK-MONOMER	"gsk" // "b0477" // "ECK0471"
EG12107	"b0108"	117109	117549	EG12107-MONOMER	"ppdD" // "b0108" // "ECK0107"
EG10661	"b2235"	2347384	2348514	NRDB-MONOMER	"nrdB" // "ftsB" // "b2235" // "ECK2227"
G6547	"b1041"	1103951	1104406	G6547-MONOMER	"csgB" // "b1041" // "ECK1027"
EG10160	"b4213"	4434622	4436565	CPDB-MONOMER	"cpdB" // "b4213" // "ECK4209"
EG11987	"b2108"	2187380	2188414	EG11987-MONOMER	"yehA" // "b2108" // "ECK2101"
EG12302	"b1098"	1155124	1155765	DTMPKI-MONOMER	"tmk" // "ycfG" // "b1098" // "ECK1084"
EG10202	"b3182"	3328963	3330396	EG10202-MONOMER	"dacB" // "b3182" // "ECK3171"
EG11045	"b3831"	4016431	4017192	URPHOS-MONOMER	"udp" // "b3831" // "ECK3825"
G6452	"b0867"	904913	905743	G6452-MONOMER	"amiD" // "ybjR" // "b0867" // "ECK0858"
EG10422	"b0104"	113444	114487	GMP-REDUCT-MONOMER	"guaC" // "b0104" // "ECK0104"
EG10040	"b4150"	4377811	4378944	EG10040-MONOMER	"ampC" // "ampA" // "b4150" // "ECK4146"
EG10048	"b0049"	50380	51222	EG10048-MONOMER	"apaH" // "cfcB" // "b0049" // "ECK0050"
EG12183	"b0433"	452070	453545	AMPG-MONOMER	"ampG" // "b0433" // "ECK0427"
EG10994	"b1238"	1293527	1294144	TDK-MONOMER	"tdk" // "b1238" // "ECK1233"
EG10621	"b0085"	93166	94653	UDP-NACMURALGLDAPLIG-MONOMER	"murE" // "b0085" // "ECK0086"
EG10414	"b0238"	255977	256435	GPT-MONOMER	"gpt" // "glyD" // "gpp" // "gxu" // "b0238" // "ECK0239"
EG11893	"b2010"	2081381	2082547	RPOA-MONOMER	"dacD" // "phsE" // "yeeC" // "b2010" // "ECK2004"
EG10030	"b1623"	1702233	1703234	ADENODEAMIN-MONOMER	"add" // "b1623" // "ECK1618"
EG10580	"b2328"	2445560	2446384	EG10580-MONOMER	"mepA" // "b2328" // "ECK2322"
EG10225	"b0160"	179237	180754	DGTPTRIPHYDRO-MONOMER	"dgt" // "optA" // "b0160" // "ECK0159"
G7322	"b2519"	2645013	2647325	G7322-MONOMER	"pbpC" // "yfgN" // "b2519" // "ECK2515"
EG11332	"b2498"	2620246	2620872	URACIL-PRIBOSYLTRANS-MONOMER	"upp" // "uraP" // "b2498" // "ECK2494"
EG11205	"b3972"	4172057	4173085	UDPNACETYLMURAMATEDEHYDROG-MONOMER	"murB" // "yijB" // "b3972" // "ECK3964"
EG10221	"b4381"	4617323	4618102	DEOXYRIBOSE-P-ALD-MONOMER	"deoC" // "tlr" // "dra" // "thyR" // "b4381" // "ECK4373"
EG10206	"b0031"	28374	29195	DIHYDROPICRED-MONOMER	"dapB" // "b0031" // "ECK0032"
G6358	"b0651"	683477	684412	G6358-MONOMER	"rihA" // "ybeK" // "b0651" // "ECK0644"
G6621	"b1192"	1242166	1243080	G6621-MONOMER	"ldcA" // "ycgQ" // "b1192" // "ECK1180"
EG11265	"b0910"	961201	961884	CMPKI-MONOMER	"cmk" // "ycaF" // "mssA" // "ycaG" // "b0910" // "ECK0901"
EG10760	"b1830"	1912768	1914816	EG10760-MONOMER	"prc" // "tsp" // "b1830" // "ECK1829"
EG12381	"b2676"	2803502	2804461	NRDF-MONOMER	"nrdF" // "ygaD" // "b2676" // "ECK2670"
EG10041	"b0110"	118733	119284	EG10041-MONOMER	"ampD" // "b0110" // "ECK0109"
EG11082	"b0030"	27293	28207	EG11082-MONOMER	"rihC" // "yaaF" // "b0030" // "ECK0031"
EG12440	"b4233"	4455785	4457158	EG12440-MONOMER	"mpl" // "tpl" // "yjfG" // "b4233" // "ECK4228"
EG10650	"b2518"	2644433	2644864	NUCLEOSIDE-DIP-KIN-MONOMER	"ndk" // "b2518" // "ECK2514"
EG10619	"b0091"	100765	102240	UDP-NACMUR-ALA-LIG-MONOMER	"murC" // "b0091" // "ECK0092"
EG10051	"b0469"	491412	491963	ADENPRIBOSYLTRAN-MONOMER	"apt" // "b0469" // "ECK0463"
EG10604	"b0087"	96002	97084	PHOSNACMURPENTATRANS-MONOMER	"mraY" // "murX" // "b0087" // "ECK0088"
EG12030	"b2162"	2254245	2255186	EG12030-MONOMER	"rihB" // "yeiK" // "b2162" // "ECK2155"
EG11358	"b3189"	3335235	3336494	UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER	"murA" // "mrbA" // "murZ" // "b3189" // "ECK3178"
EG10420	"b2507"	2630958	2632535	GMP-SYN-MONOMER	"guaA" // "b2507" // "ECK2503"
EG10213	"b0381"	399829	400923	DALADALALIGA-MONOMER	"ddlA" // "b0381" // "ECK0376"
EG10032	"b0474"	497175	497819	ADENYL-KIN-MONOMER	"adk" // "dnaW" // "plsA" // "b0474" // "ECK0468"
G6662	"b1326"	1389870	1390598	G6662-MONOMER	"mpaA" // "ycjI" // "b1326" // "ECK1322"
EG11701	"b2066"	2142307	2142948	UDK-MONOMER	"udk" // "b2066" // "ECK2060"
EG10623	"b0090"	99644	100711	NACGLCTRANS-MONOMER	"murG" // "b0090" // "ECK0091"
EG10965	"b3648"	3821428	3822051	GUANYL-KIN-MONOMER	"gmk" // "spoR" // "b3648" // "ECK3638"
EG10620	"b0088"	97087	98403	UDP-NACMURALA-GLU-LIG-MONOMER	"murD" // "b0088" // "ECK0089"
EG10251	"b3640"	3813932	3814387	DUTP-PYROP-MONOMER	"dut" // "dnaS" // "sof" // "b3640" // "ECK3630"
EG11823	"b2435"	2552352	2553221	NACMURLALAAMI1-MONOMER	"amiA" // "yfeE" // "b2435" // "ECK2430"
EG11418	"b2065"	2141634	2142215	DCTP-DEAM-MONOMER	"dcd" // "dus" // "paxA" // "b2065" // "ECK2059"
G7668	"b3208"	3349081	3349809	G7668-MONOMER	"mtgA" // "mgt" // "yrbM" // "b3208" // "ECK3197"
EG10809	"b1281"	1341921	1342658	OROTPDECARB-MONOMER	"pyrF" // "b1281" // "ECK1276"
EG11363	"b4169"	4396065	4397402	NACMURLALAAMI2-MONOMER	"amiB" // "yjeD" // "b4169" // "ECK4165"
G85	"b2407"	2524045	2524878	XANTHOSINEPHOSPHORY-MONOMER	"xapA" // "pndA" // "b2407" // "ECK2401"
EG10544	"b1677"	1757421	1757657	EG10544-MONOMER	"lpp" // "mlpA" // "b1677" // "ECK1673"
EG11326	"b0337"	356171	357454	CYTDEAM-MONOMER	"codA" // "b0337" // "ECK0334"
G6968	"b1782"	1865726	1866472	G6968-MONOMER	"mipA" // "yeaF" // "b1782" // "ECK1780"
EG10790	"b4177"	4404687	4405985	ADENYLOSUCCINATE-SYN-MONOMER	"purA" // "adeK" // "b4177" // "ECK4173"
EG11204	"b3967"	4165428	4166285	GLUTRACE-MONOMER	"murI" // "yijA" // "dga" // "glr" // "b3967" // "ECK3959"
EG10219	"b4382"	4618229	4619551	DEOA-MONOMER	"deoA" // TP // "tpp" // "ttg" // "b4382" // "ECK4374"
EG10214	"b0092"	102233	103153	DALADALALIGB-MONOMER	"ddlB" // "ddl" // "b0092" // "ECK0093"
EG20098	"b0125"	141431	141967	HYPOXANPRIBOSYLTRAN-MONOMER	"hpt" // "b0125" // "ECK0124"
EG30091	"b3272"	3423423	3423542	RRFF-RRNA	"rrfF" // "rrfDbeta" // "rrfD-beta" // "rrvD" // "b3272" // "ECK3259"
EG11090	"b0159"	178455	179153	EG11090-MONOMER	"mtn" // "pfs" // "yadA" // "b0159" // "ECK0158"
EG30075	"b2588"	2726069	2726188	RRFG-RRNA	"rrfG" // "b2588" // "ECK2586"
EG10660	"b2234"	2344865	2347150	NRDA-MONOMER	"nrdA" // "dnaF" // "b2234" // "ECK2226"
EG10919	"b0023"	20815	21078	EG10919-MONOMER	"rpsT" // "supS" // "sup(s20)" // "supS20" // "b0023" // "ECK0024"
EG10137	"b2143"	2231844	2232728	CYTIDEAM-MONOMER	"cdd" // "b2143" // "ECK2136"
EG10903	"b3296"	3441055	3441675	EG10903-MONOMER	"rpsD" // "ramA" // "sud(2)" // "sud2" // "b3296" // "ECK3283"
EG11653	"b3807"	3993739	3994059	EG11653-MONOMER	"cyaY" // "b3807" // "ECK3801"
EG10880	"b2606"	2744183	2744530	EG10880-MONOMER	"rplS" // "b2606" // "ECK2603"
EG12073	"b2214"	2310479	2311534	EG12073-MONOMER	"ftp" // "yojK" // "yojL" // "apbE" // "b2214" // "ECK2206"
EG10864	"b3984"	4178879	4179583	EG10864-MONOMER	"rplA" // "rpy" // "b3984" // "ECK3975"
EG10993	"b3616"	3790320	3791345	THREODEHYD-MONOMER	"tdh" // "b3616" // "ECK3606"
EG30088	"b4007"	4208147	4209688	RRSE-RRNA	"rrsE" // "b4007" // "ECK3999"
EG10512	"b3617"	3791355	3792551	AKBLIG-MONOMER	"kbl" // "b3617" // "ECK3607"
EG30072	"b3759"	3946700	3946819	RRFC-RRNA	"rrfC" // "b3759" // "ECK3753"
EG11172	"b3115"	3262452	3263660	PROPKIN-MONOMER	"tdcD" // "yhaA" // "b3115" // "ECK3104"
EG10916	"b3311"	3448314	3448568	EG10916-MONOMER	"rpsQ" // "neaA" // "b3311" // "ECK3298"
EG10582	"b3939"	4128672	4129832	O-SUCCHOMOSERLYASE-MONOMER	"metB" // "met-1" // "b3939" // "ECK3931"
EG10900	"b0911"	961995	963668	EG10900-MONOMER	"rpsA" // "ssyF" // "b0911" // "ECK0902"
EG13139	"b1386"	1449076	1451349	AMINEOXID-MONOMER	"tynA" // "feaA" // "maoA" // "b1386" // "ECK1383"
EG10877	"b3313"	3448759	3449169	EG10877-MONOMER	"rplP" // "b3313" // "ECK3300"
EG10990	"b3117"	3265039	3266028	THREDEHYDCAT-MONOMER	"tdcB" // "tdc" // "b3117" // "ECK3106"
EG10215	"b3162"	3305971	3307860	EG10215-MONOMER	"deaD" // "csdA" // "mssB" // "rhlD" // "b3162" // "ECK3150"
EG11417	"b4238"	4460522	4462660	RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER	"nrdD" // "b4238" // "ECK4233"
EG30085	"b3968"	4166659	4168200	RRSB-RRNA	"rrsB" // "b3968" // "ECK3960"
EG10626	"b0099"	111044	111433	EG10626-MONOMER	"mutT" // "nudA" // "b0099" // "ECK0100"
EG30027	"b0455"	476448	476561	FFS-RNA	"ffs" // "b0455" // "ECK0449"
EG10637	"b3225"	3372683	3373576	ACNEULY-MONOMER	"nanA" // "npl" // "b3225" // "ECK3214"
EG10913	"b3307"	3446579	3446884	EG10913-MONOMER	"rpsN" // "b3307" // "ECK3294"
EG10633	"b0678"	702811	703611	GLUCOSAMINE-6-P-DEAMIN-MONOMER	"nagB" // "glmD" // "b0678" // "ECK0666"
EG10890	"b1089"	1147367	1147540	EG10890-MONOMER	"rpmF" // "b1089" // "ECK1075"
G7676	"b3222"	3369475	3370350	NANK-MONOMER	"nanK" // "yhcI" // "b3222" // "ECK3211"
EG10874	"b3231"	3378223	3378651	EG10874-MONOMER	"rplM" // "b3231" // "ECK3220"
G7677	"b3223"	3370347	3371036	NANE-MONOMER	"nanE" // "yhcJ" // "b3223" // "ECK3212"
EG30082	"b2589"	2726281	2729184	RRLG-RRNA	"rrlG" // "b2589" // "ECK2587"
EG10632	"b0677"	701603	702751	NAG6PDEACET-MONOMER	"nagA" // "b0677" // "ECK0665"
EG11232	"b3299"	3442618	3442734	EG11232-MONOMER	"rpmJ" // "secX" // "b3299" // "ECK3286"
G7544	"b4468"	3125470	3126522	G7544-MONOMER	"glcE" // "yghL" // "gox" // "b2978 (obsolete)" // "b4468" // "ECK2973"
EG10910	"b3297"	3441709	3442098	EG10910-MONOMER	"rpsK" // "b3297" // "ECK3284"
EG11583	"b0507"	533916	535697	GLYOCARBOLIG-MONOMER	"gcl" // "b0507" // "ECK0500"
EG10887	"b3312"	3448568	3448759	EG10887-MONOMER	"rpmC" // "b3312" // "ECK3299"
G7545	"b2979"	3126522	3128021	G7545-MONOMER	"glcD" // "yghM" // "gox" // "b2979" // "ECK2974"
EG10871	"b3985"	4179996	4180493	EG10871-MONOMER	"rplJ" // "b3985" // "ECK3976"
G0-8601	"b4467"	3124236	3125459	MONOMER0-561	"glcF" // "gox" // "yghL" // "b2978 (obsolete)" // "b4467" // "ECK2972"
EG50004	"b0953"	1015715	1015882	EG50004-MONOMER	"rmf" // "res" // "rimF" // "b0953" // "ECK0944"
G6283	"b0514"	541888	543033	GLY3KIN-MONOMER	"glxK" // "glxB5" // "ybbZ" // "b0514" // "ECK0507"
EG30079	"b3758"	3943704	3946607	RRLC-RRNA	"rrlC" // "b3758" // "ECK3752"
EG10351	"b2799"	2931865	2933013	LACTALDREDUCT-MONOMER	"fucO" // "b2799" // "ECK2794"
EG11153	"b2608"	2745370	2745918	EG11153-MONOMER	"rimM" // "yfjA" // "b2608" // "ECK2605"
EG11564	"b0043"	44180	45466	EG11564-MONOMER	"fixC" // "yaaS" // "b0043" // "ECK0044"
EG10907	"b3306"	3446153	3446545	EG10907-MONOMER	"rpsH" // "b3306" // "ECK3293"
EG11557	"b0036"	35377	36162	CARNRACE-MONOMER	"caiD" // "yaaL" // "b0036" // "ECK0037"
EG10884	"b3309"	3447453	3447767	EG10884-MONOMER	"rplX" // "b3309" // "ECK3296"
EG11565	"b0044"	45463	45750	EG11565-MONOMER	"fixX" // "yaaT" // "b0044" // "ECK0045"
EG10868	"b3308"	3446899	3447438	EG10868-MONOMER	"rplE" // "b3308" // "ECK3295"
EG11559	"b0038"	37898	39115	CARNDEHYDRA-MONOMER	"caiB" // "yaaN" // "b0038" // "ECK0039"
EG30100	"b2621"	2755593	2755955	SSRA-RNA	"ssrA" // "sipB" // "b2621" // "ECK2617"
EG12608	"b0035"	34781	35371	CAIE-MONOMER	"caiE" // "b0035" // "ECK0036"
EG30076	"b0205"	228756	228875	RRFH-RRNA	"rrfH" // "b0205" // "ECK0205"
EG11560	"b0039"	39244	40386	CROBETREDUCT-MONOMER	"caiA" // "yaaO" // "b0039" // "ECK0040"
EG10920	"b3065"	3210781	3210996	EG10920-MONOMER	"rpsU" // "b3065" // "ECK3055"
G6880	"b1640"	1718493	1719602	G6880-MONOMER	"anmK" // "ydhH" // "b1640" // "ECK1636"
EG10904	"b3303"	3444726	3445229	EG10904-MONOMER	"rpsE" // "spc" // "eps" // "spcA" // "b3303" // "ECK3290"
G6567	"b1107"	1164095	1165120	G6567-MONOMER	"nagZ" // "ycfO" // "b1107" // "ECK1093"
EG10881	"b1716"	1799393	1799749	EG10881-MONOMER	"rplT" // "pdzA" // "b1716" // "ECK1714"
G7263	"b2428"	2545773	2546669	G7263-MONOMER	"murQ" // "yfeU" // "b2428" // "ECK2423"
EG10865	"b3317"	3450543	3451364	EG10865-MONOMER	"rplB" // "b3317" // "ECK3304"
G6576	"b1119"	1178593	1179504	G6576-MONOMER	"nagK" // "ycfX" // "b1119" // "ECK1105"
EG30089	"b2591"	2729616	2731157	RRSG-RRNA	"rrsG" // "b2591" // "ECK2589"
EG10022	"b4015"	4217109	4218413	ISOCIT-LYASE-MONOMER	"aceA" // "icl" // "b4015" // "ECK4007"
EG30073	"b3274"	3423668	3423787	RRFD-RRNA	"rrfD" // "b3274" // "ECK3261"
EG10023	"b4014"	4215478	4217079	MALATE-SYNTHASE	"aceB" // "mas" // "b4014" // "ECK4006"
EG10917	"b4202"	4425839	4426066	EG10917-MONOMER	"rpsR" // "b4202" // "ECK4198"
EG10328	"b0529"	556875	557741	FOLD-MONOMER	"folD" // "ads" // "b0529" // "ECK0522"
EG10901	"b0169"	189874	190599	EG10901-MONOMER	"rpsB" // "b0169" // "ECK0168"
EG11810	"b2903"	3046168	3049041	GCVP-MONOMER	"gcvP" // "b2903" // "ECK2898"
EG10878	"b3294"	3439616	3439999	EG10878-MONOMER	"rplQ" // "b3294" // "ECK3281"
EG10585	"b3941"	4132616	4133506	METHYLENETHFREDUCT-MONOMER	"metF" // "b3941" // "ECK3933"
EG10437	"b4173"	4400672	4401952	EG10437-MONOMER	"hflX" // "hslX" // "hflA" // "b4173" // "ECK4169"
EG10371	"b2904"	3049160	3049549	LIPOYL-GCVH // GCVH-MONOMER	"gcvH" // "gcv" // "b2904" // "ECK2899"
EG30086	"b3756"	3941808	3943349	RRSC-RRNA	"rrsC" // "b3756" // "ECK3750"
EG10326	"b0048"	49823	50302	DIHYDROFOLATEREDUCT-MONOMER	"folA" // "tmr" // "tmrA" // "b0048" // "ECK0049"
EG30070	"b3855"	4040517	4040636	RRFA-RRNA	"rrfA" // "b3855" // "ECK3847"
EG11819	"b1232"	1287782	1288624	FORMYLTHFDEFORMYL-MONOMER	"purU" // "ychI" // "tgs" // "b1232" // "ECK1227"
EG10914	"b3165"	3311415	3311684	EG10914-MONOMER	"rpsO" // "secC" // "b3165" // "ECK3154"
EG11442	"b2905"	3049573	3050667	GCVT-MONOMER	"gcvT" // "b2905" // "ECK2900"
EG10891	"b3636"	3811250	3811417	EG10891-MONOMER	"rpmG" // "b3636" // "ECK3626"
EG10408	"b2551"	2684254	2685507	GLYOHMETRANS-MONOMER	"glyA" // "b2551" // "ECK2548"
EG10875	"b3310"	3447778	3448149	EG10875-MONOMER	"rplN" // "b3310" // "ECK3297"
EG10327	"b2315"	2431674	2432942	FOLC-MONOMER	"folC" // "dedC" // "b2315" // "ECK2309"
EG30083	"b0204"	225759	228662	RRLH-RRNA	"rrlH" // "b0204" // "ECK0204"
G6862	"b1606"	1680976	1681698	G6862-MONOMER	"folM" // "ydgB" // "b1606" // "ECK1601"
EG11508	"b1480"	1555826	1555963	EG11508-MONOMER	"sra" // "rpsV" // "b1480" // "ECK1474"
EG11002	"b2827"	2964361	2965155	THYMIDYLATESYN-MONOMER	"thyA" // "b2827" // "ECK2823"
EG10911	"b3342"	3474178	3474552	EG10911-MONOMER	"rpsL" // "asuB" // "strA" // "b3342" // "ECK3329"
EG20173	"b2297"	2414747	2416891	PHOSACETYLTRANS-MONOMER	"pta" // "b2297" // "ECK2291"
EG10888	"b3302"	3444543	3444722	EG10888-MONOMER	"rpmD" // "b3302" // "ECK3289"
EG10027	"b2296"	2413470	2414672	ACETATEKINA-MONOMER	"ackA" // "b2296" // "ECK2290"
EG10872	"b3983"	4178447	4178875	EG10872-MONOMER	"rplK" // "relC" // "b3983" // "ECK3974"
EG10095	"b4139"	4366891	4368327	ASPARTASE-MONOMER	"aspA" // "b4139" // "ECK4133"
G7319	"b2511"	2635884	2637356	G7319-MONOMER	"der" // "engA" // "yfgK" // "b2511" // "ECK2507"
G7860	"b4198"	4423700	4424386	G7860-MONOMER	"ulaF" // "yjfX" // "sgaE" // "b4198" // "ECK4194"
EG30080	"b3275"	3423880	3426783	RRLD-RRNA	"rrlD" // "b3275" // "ECK3262"
G7517	"b2920"	3064802	3066280	G7517-MONOMER	"scpC" // "ygfH" // "b2920" // "ECK2916"
EG11179	"b3170"	3317554	3318006	EG11179-MONOMER	"rimP" // "yhbC" // "b3170" // "ECK3159"
EG12319	"b0126"	142008	142670	EG12319-MONOMER	|can| // "yadF" // "b0126" // "ECK0125"
EG10908	"b3230"	3377815	3378207	EG10908-MONOMER	"rpsI" // "b3230" // "ECK3219"
G7419	"b2738"	2863593	2864231	G7419-MONOMER	"ygbL" // "b2738" // "ECK2733"
EG10885	"b2185"	2282517	2282801	EG10885-MONOMER	"rplY" // "b2185" // "ECK2179"
EG11843	"b3878"	4067240	4069276	EG11843-MONOMER	"yihQ" // "squQ" // "b3878" // "ECK3871"
EG10869	"b3305"	3445607	3446140	EG10869-MONOMER	"rplF" // "b3305" // "ECK3292"
G7932	"b4335"	4564699	4565850	G7932-MONOMER	"yjiM" // "b4335" // "ECK4326"
EG50001	"b3186"	3333140	3333451	EG50001-MONOMER	"rplU" // "b3186" // "ECK3175"
G6343	"b0617"	650487	650783	ACPSUB-MONOMER	"citD" // "ybdX" // "b0617" // "ECK0610"
EG30077	"b3854"	4037519	4040423	RRLA-RRNA	"rrlA" // "b3854" // "ECK3846"
G7911	"b4298"	4524105	4525010	G7911-MONOMER	"yjhH" // "b4298" // "ECK4287"
EG10975	"b2576"	2712896	2714230	EG10975-MONOMER	"srmB" // "rbaB" // "rhlA" // "b2576" // "ECK2574"
G6277	"b0508"	535710	536486	G6277-MONOMER	"hyi" // "ybbG" // "gip" // "b0508" // "ECK0501"
EG10905	"b4200"	4425118	4425513	EG10905-MONOMER	"rpsF" // "sdgH" // "b4200" // "ECK4196"
EG10425	"b1619"	1697273	1698040	7-ALPHA-HYDROXYSTEROID-DEH-MONOMER	"hdhA" // "hsd" // "hsdH" // "b1619" // "ECK1614"
EG10882	"b3315"	3449901	3450233	EG10882-MONOMER	"rplV" // "eryB" // "b3315" // "ECK3302"
G7553	"b2989"	3138727	3139593	G7553-MONOMER	"yghU" // "b2989" // "ECK2983"
EG10866	"b3320"	3452297	3452926	EG10866-MONOMER	"rplC" // "b3320" // "ECK3307"
EG12361	"b2842"	2982497	2983258	KDUD-MONOMER	"kduD" // "yqeD" // "ygeC" // "b2842" // "ECK2840"
EG30090	"b0201"	223771	225312	RRSH-RRNA	"rrsH" // "b0201" // "ECK0201"
G7493	"b2874"	3011461	3012393	G7493-MONOMER	"yqeA" // "b2874" // "ECK2870"
EG30074	"b4010"	4213040	4213159	RRFE-RRNA	"rrfE" // "b4010" // "ECK4002"
EG11844	"b3879"	4069475	4070401	EG11844-MONOMER	"yihR" // "squR" // "b3879" // "ECK3872"
EG10918	"b3316"	3450248	3450526	EG10918-MONOMER	"rpsS" // "b3316" // "ECK3303"
G7195	"b2303"	2421325	2421687	H2NTPEPIM-MONOMER	"folX" // "b2303" // "ECK2297"
EG10902	"b3314"	3449182	3449883	EG10902-MONOMER	"rpsC" // "b3314" // "ECK3301"
EG11444	"b2917"	3060850	3062994	METHYLMALONYL-COA-MUT-MONOMER	"scpA" // "yliK" // "sbm" // "b2917" // "ECK2913"
EG10879	"b3304"	3445244	3445597	EG10879-MONOMER	"rplR" // "b3304" // "ECK3291"
G6661	"b1325"	1388930	1389895	G6661-MONOMER	"ycjG" // "ycjH" // "b1325" // "ECK1321"
EG10835	"b2784"	2911417	2913651	RELA-MONOMER	"relA" // "RC" // "b2784" // "ECK2778"
G7914	"b4301"	4526905	4527537	G7914-MONOMER	"sgcE" // "yjhK" // "b4301" // "ECK4290"
EG30087	"b3278"	3427221	3428762	RRSD-RRNA	"rrsD" // "b3278" // "ECK3265"
G6341	"b0615"	648039	649571	CITTRANS-MONOMER	"citF" // "ybdV" // "b0615" // "ECK0608"
EG30071	"b3971"	4171637	4171756	RRFB-RRNA	"rrfB" // "b3971" // "ECK3963"
EG10456	"b2552"	2685835	2687025	EG10456-MONOMER	"hmp" // "fsrB" // "hmpA" // "b2552" // "ECK2549"
EG10915	"b2609"	2745937	2746185	EG10915-MONOMER	"rpsP" // "b2609" // "ECK2606"
G7859	"b4197"	4422846	4423700	G7859-MONOMER	"ulaE" // "sgaU" // "yjfW" // "b4197" // "ECK4193"
EG10892	"b3703"	3884336	3884476	EG10892-MONOMER	"rpmH" // "rimA" // "ssaF" // "b3703" // "ECK3695"
G7516	"b2919"	3063993	3064778	G7516-MONOMER	"scpB" // "ygfG" // "b2919" // "ECK2915"
EG10876	"b3301"	3444105	3444539	EG10876-MONOMER	"rplO" // "b3301" // "ECK3288"
EG12285	"b3581"	3748577	3749239	EG12285-MONOMER	"sgbH" // "yiaQ" // "b3581" // "ECK3570"
EG10210	"b1343"	1409511	1410884	EG10210-MONOMER	"dbpA" // "rhlC" // "b1343" // "ECK1340"
G7234	"b2371"	2488023	2489168	G7234-MONOMER	"yfdE" // "b2371" // "ECK2367"
EG30084	"b3851"	4035531	4037072	RRSA-RRNA	"rrsA" // "b3851" // "ECK3843"
EG11032	"b0888"	931085	932050	THIOREDOXIN-REDUCT-NADPH-MONOMER	"trxB" // "trxR" // "b0888" // "ECK0879"
EG12794	"b3180"	3327790	3328083	EG12794-MONOMER	"yhbY" // "b3180" // "ECK3169"
G7928	"b4331"	4560930	4561484	G7928-MONOMER	"kptA" // "yjiI" // "b4331" // "ECK4322"
EG10912	"b3298"	3442115	3442471	EG10912-MONOMER	"rpsM" // "b3298" // "ECK3285"
G6342	"b0616"	649582	650490	CITRYLY-MONOMER	"citE" // "ybdW" // "b0616" // "ECK0609"
EG10889	"b3936"	4127013	4127225	EG10889-MONOMER	"rpmE" // "b3936" // "ECK3928"
EG10033	"b1002"	1065585	1066826	GLUCOSE-1-PHOSPHAT-MONOMER	"agp" // "b1002" // "ECK0993"
EG10873	"b3986"	4180560	4180925	MONOMER0-2811 // EG10873-MONOMER	"rplL" // "b3986" // "ECK3977"
G6655	"b1317"	1380148	1380807	G6655-MONOMER	"ycjU" // "pgmB" // "b1317" // "ECK1312"
G7841	"b4161"	4390457	4391509	G7841-MONOMER	"rsgA" // "yjeQ" // "b4161" // "ECK4157"
EG12144	"b0688"	713558	715198	PHOSPHOGLUCMUT-MONOMER	"pgm" // "blu" // "b0688" // "ECK0676"
EG30081	"b4009"	4210043	4212946	RRLE-RRNA	"rrlE" // "b4009" // "ECK4001"
EG12629	"b3437"	3577065	3577592	GLUCONOKINII-MONOMER	"gntK" // "b3437" // "ECK3422"
EG11231	"b1717"	1799802	1799999	EG11231-MONOMER	"rpmI" // "b1717" // "ECK1715"
G6475	"b0927"	983650	984297	G6475-MONOMER	"gloC" // "ycbL" // "b0927" // "ECK0918"
EG10909	"b3321"	3452959	3453270	EG10909-MONOMER	"rpsJ" // "nusE" // "b3321" // "ECK3308"
EG10035	"b1415"	1488232	1489671	LACTALDDEHYDROG-MONOMER	"aldA" // "ald" // "b1415" // "ECK1408"
EG10886	"b3637"	3811438	3811674	EG10886-MONOMER	"rpmB" // "b3637" // "ECK3627"
G6497	"b0963"	1026557	1027015	METHGLYSYN-MONOMER	"mgsA" // "mgs" // "yccG" // "b0963" // "ECK0954"
EG10870	"b4203"	4426108	4426557	EG10870-MONOMER	"rplI" // "b4203" // "ECK4199"
G7565	"b3012"	3156623	3157450	MONOMER0-148	"dkgA" // "yqhE" // "b3012" // "ECK3004"
EG50002	"b3185"	3332862	3333119	EG50002-MONOMER	"rpmA" // "rpz" // "b3185" // "ECK3174"
G6891	"b1651"	1727837	1728244	GLYOXI-MONOMER	"gloA" // "b1651" // "ECK1647"
EG30078	"b3970"	4168641	4171544	RRLB-RRNA	"rrlB" // "b3970" // "ECK3962"
G6099	"b0212"	234027	234782	GLYOXII-MONOMER	"gloB" // "yafR" // "b0212" // "ECK0212"
EG11151	"b2597"	2737154	2737495	EG11151-MONOMER	"raiA" // "urf1" // "yfiA" // "pY" // "b2597" // "ECK2594"
G6958	"b1771"	1854991	1855971	G6958-MONOMER	"ydjG" // "b1771" // "ECK1769"
EG10906	"b3341"	3473542	3474081	EG10906-MONOMER	"rpsG" // "b3341" // "ECK3328"
EG11904	"b3945"	4137932	4139035	GLYCDEH-MONOMER	"gldA" // "b3945" // "ECK3937"
EG10883	"b3318"	3451382	3451684	EG10883-MONOMER	"rplW" // "b3318" // "ECK3305"
EG10399	"b2239"	2349935	2351011	GLYCPDIESTER-PERI-MONOMER	"glpQ" // "b2239" // "ECK2231"
EG10867	"b3319"	3451681	3452286	EG10867-MONOMER	"rplD" // "eryA" // "b3319" // "ECK3306"
