EntryID	PubMedID	Organism	UniprotID	Enzymename	ECNumber	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	ReactionEquation
37733	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	concentration	Enzyme			-	-	ATP + N-Acetyl-D-mannosamine = ADP + N-Acetyl-D-mannosamine 6-phosphate
37733	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	kcat		83.0		-	s^(-1)	ATP + N-Acetyl-D-mannosamine = ADP + N-Acetyl-D-mannosamine 6-phosphate
37733	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	Km	N-Acetyl-D-mannosamine	3.1E-4		-	M	ATP + N-Acetyl-D-mannosamine = ADP + N-Acetyl-D-mannosamine 6-phosphate
37734	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	Km	ATP	5.1E-4		-	M	ATP + N-Acetyl-D-mannosamine = ADP + N-Acetyl-D-mannosamine 6-phosphate
37734	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	concentration	Enzyme			-	-	ATP + N-Acetyl-D-mannosamine = ADP + N-Acetyl-D-mannosamine 6-phosphate
37734	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	kcat		83.0		-	s^(-1)	ATP + N-Acetyl-D-mannosamine = ADP + N-Acetyl-D-mannosamine 6-phosphate
37734	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	concentration	ATP			-	-	ATP + N-Acetyl-D-mannosamine = ADP + N-Acetyl-D-mannosamine 6-phosphate
37735	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	kcat/Km	D-Glucose	200.0		-	M^(-1)*s^(-1)	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37735	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	kcat		12.0		-	s^(-1)	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37735	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	Km	D-Glucose	0.059		-	M	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37735	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	concentration	Enzyme			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37735	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	concentration	D-Glucose			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37736	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	concentration	ATP			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37736	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	Km	ATP	0.012		-	M	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37736	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	concentration	Enzyme			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37736	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	kcat		12.0		-	s^(-1)	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37737	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	concentration	Enzyme			-	-	ATP + D-Fructose = ADP + D-Fructose 6-phosphate
37737	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	kcat		14.0		-	s^(-1)	ATP + D-Fructose = ADP + D-Fructose 6-phosphate
37737	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	kcat/Km	D-Fructose	11000.0		-	M^(-1)*s^(-1)	ATP + D-Fructose = ADP + D-Fructose 6-phosphate
37737	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	Km	D-Fructose	0.0013		-	M	ATP + D-Fructose = ADP + D-Fructose 6-phosphate
37737	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	concentration	D-Fructose			-	-	ATP + D-Fructose = ADP + D-Fructose 6-phosphate
37738	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	concentration	ATP			-	-	ATP + D-Fructose = ADP + D-Fructose 6-phosphate
37738	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	concentration	Enzyme			-	-	ATP + D-Fructose = ADP + D-Fructose 6-phosphate
37738	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	Km	ATP	0.0018		-	M	ATP + D-Fructose = ADP + D-Fructose 6-phosphate
37738	15157072	Escherichia coli	P23917	fructokinase	2.7.1.4	kcat		14.0		-	s^(-1)	ATP + D-Fructose = ADP + D-Fructose 6-phosphate
38150	10480925	Escherichia coli	P0A6I6	pantetheine-phosphate adenylyltransferase	2.7.7.3	concentration	3'-Dephospho-CoA	2.5E-6	1.0E-4	-	M	Diphosphate + 3'-Dephospho-CoA = ATP + 4'-Phosphopantetheine
38150	10480925	Escherichia coli	P0A6I6	pantetheine-phosphate adenylyltransferase	2.7.7.3	concentration	Diphosphate	2.0E-4	0.002	-	M	Diphosphate + 3'-Dephospho-CoA = ATP + 4'-Phosphopantetheine
38150	10480925	Escherichia coli	P0A6I6	pantetheine-phosphate adenylyltransferase	2.7.7.3	concentration	Enzyme	4.0E-8		-	M	Diphosphate + 3'-Dephospho-CoA = ATP + 4'-Phosphopantetheine
38150	10480925	Escherichia coli	P0A6I6	pantetheine-phosphate adenylyltransferase	2.7.7.3	Km	Diphosphate			-	-	Diphosphate + 3'-Dephospho-CoA = ATP + 4'-Phosphopantetheine
38150	10480925	Escherichia coli	P0A6I6	pantetheine-phosphate adenylyltransferase	2.7.7.3	kcat		3.3		0.1	s^(-1)	Diphosphate + 3'-Dephospho-CoA = ATP + 4'-Phosphopantetheine
38150	10480925	Escherichia coli	P0A6I6	pantetheine-phosphate adenylyltransferase	2.7.7.3	Vmax		1.916705E-4		8.3335E-6	katal*g^(-1)	Diphosphate + 3'-Dephospho-CoA = ATP + 4'-Phosphopantetheine
38150	10480925	Escherichia coli	P0A6I6	pantetheine-phosphate adenylyltransferase	2.7.7.3	Km	3'-Dephospho-CoA	7.0E-6		1.4E-6	M	Diphosphate + 3'-Dephospho-CoA = ATP + 4'-Phosphopantetheine
38163	9565550	Escherichia coli	P0A6K3	peptide deformylase	3.5.1.88	Km	N-Formyl-L-methionine	0.0041		-	M	H2O + N-Formyl-L-methionine = Formate + L-Methionine
38163	9565550	Escherichia coli	P0A6K3	peptide deformylase	3.5.1.88	concentration	Enzyme	0.0084		-	mg/ml	H2O + N-Formyl-L-methionine = Formate + L-Methionine
38163	9565550	Escherichia coli	P0A6K3	peptide deformylase	3.5.1.88	concentration	N-Formyl-L-methionine	0.001	0.032	-	M	H2O + N-Formyl-L-methionine = Formate + L-Methionine
38164	9565550	Escherichia coli	P0A6K3	peptide deformylase	3.5.1.88	Km	N-Formyl-L-methionine	0.0125		-	M	H2O + N-Formyl-L-methionine = Formate + L-Methionine
38164	9565550	Escherichia coli	P0A6K3	peptide deformylase	3.5.1.88	kcat		4.7		0.2	s^(-1)	H2O + N-Formyl-L-methionine = Formate + L-Methionine
38164	9565550	Escherichia coli	P0A6K3	peptide deformylase	3.5.1.88	concentration	N-Formyl-L-methionine	0.001	0.032	-	M	H2O + N-Formyl-L-methionine = Formate + L-Methionine
38164	9565550	Escherichia coli	P0A6K3	peptide deformylase	3.5.1.88	concentration	Enzyme	0.0084		-	mg/ml	H2O + N-Formyl-L-methionine = Formate + L-Methionine
38164	9565550	Escherichia coli	P0A6K3	peptide deformylase	3.5.1.88	Ki	Poly(ethylene)glycol 1000	0.006		-	M	H2O + N-Formyl-L-methionine = Formate + L-Methionine
38164	9565550	Escherichia coli	P0A6K3	peptide deformylase	3.5.1.88	concentration	Poly(ethylene)glycol 1000	0.0	0.01	-	M	H2O + N-Formyl-L-methionine = Formate + L-Methionine
38620	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	concentration	Enzyme	5.0E-4	7.5E-4	-	mg/ml	Prephenate = CO2 + H2O + Phenylpyruvate
38620	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	kcat		26.15		0.983333	s^(-1)	Prephenate = CO2 + H2O + Phenylpyruvate
38620	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	Km	Prephenate	5.49E-4		5.8E-5	M	Prephenate = CO2 + H2O + Phenylpyruvate
38620	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	concentration	Prephenate	0.0	5.0E-4	-	M	Prephenate = CO2 + H2O + Phenylpyruvate
38620	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	kcat/Km	Prephenate	48333.3333		-	M^(-1)*s^(-1)	Prephenate = CO2 + H2O + Phenylpyruvate
38626	9497350	Escherichia coli	P0A9J8	chorismate mutase	5.4.99.5	kcat/Km	Chorismate	173333.333		-	M^(-1)*s^(-1)	Chorismate = Prephenate
38626	9497350	Escherichia coli	P0A9J8	chorismate mutase	5.4.99.5	Km	Chorismate	2.26E-4		2.5E-5	M	Chorismate = Prephenate
38626	9497350	Escherichia coli	P0A9J8	chorismate mutase	5.4.99.5	kcat		39.0333333		4.3	s^(-1)	Chorismate = Prephenate
38626	9497350	Escherichia coli	P0A9J8	chorismate mutase	5.4.99.5	concentration	Enzyme	2.5E-4	3.75E-4	-	mg/ml	Chorismate = Prephenate
38626	9497350	Escherichia coli	P0A9J8	chorismate mutase	5.4.99.5	concentration	Chorismate	0.0	0.001	-	M	Chorismate = Prephenate
38629	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	Hill coefficient	Prephenate	1.5		-	-	Prephenate = CO2 + H2O + Phenylpyruvate
38629	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	concentration	Prephenate	0.0	5.0E-4	-	M	Prephenate = CO2 + H2O + Phenylpyruvate
38629	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	kcat				-	-	Prephenate = CO2 + H2O + Phenylpyruvate
38629	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	concentration	Enzyme	5.0E-4	7.5E-4	-	mg/ml	Prephenate = CO2 + H2O + Phenylpyruvate
38629	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	S_half	Prephenate			-	-	Prephenate = CO2 + H2O + Phenylpyruvate
38629	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	concentration	L-Phenylalanine	2.0E-5		-	M	Prephenate = CO2 + H2O + Phenylpyruvate
38632	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	S_half	Prephenate			-	-	Prephenate = CO2 + H2O + Phenylpyruvate
38632	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	kcat				-	-	Prephenate = CO2 + H2O + Phenylpyruvate
38632	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	Hill coefficient	Prephenate	2.7		-	-	Prephenate = CO2 + H2O + Phenylpyruvate
38632	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	concentration	Prephenate	0.0	5.0E-4	-	M	Prephenate = CO2 + H2O + Phenylpyruvate
38632	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	concentration	L-Phenylalanine	5.0E-5		-	M	Prephenate = CO2 + H2O + Phenylpyruvate
38632	9497350	Escherichia coli	P0A9J8	prephenate dehydratase	4.2.1.51	concentration	Enzyme	5.0E-4	7.5E-4	-	mg/ml	Prephenate = CO2 + H2O + Phenylpyruvate
38685	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38685	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	L-alpha-Chloro-delta-guanidovaleric acid	2.6E-5		-	M	L-Arginine = CO2 + Agmatine
38686	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	L-Argininic acid	1.9E-4		-	M	L-Arginine = CO2 + Agmatine
38686	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38687	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	L-alpha-Amino-beta-guanidopropionic acid	6.2E-4		-	M	L-Arginine = CO2 + Agmatine
38687	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38688	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	L-Homoarginine	6.6E-4		-	M	L-Arginine = CO2 + Agmatine
38688	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38689	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38689	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	Guanidoacetic acid	0.0012		-	M	L-Arginine = CO2 + Agmatine
38690	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	L-alpha-Amino-delta-guanidobutyric acid	0.0015		-	M	L-Arginine = CO2 + Agmatine
38690	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38691	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38691	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	Methylguanidine	0.0016		-	M	L-Arginine = CO2 + Agmatine
38692	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38692	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	Guanidine	0.0019		-	M	L-Arginine = CO2 + Agmatine
38693	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	L-Citrulline	0.0062		-	M	L-Arginine = CO2 + Agmatine
38693	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38694	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	Urea	0.017		-	M	L-Arginine = CO2 + Agmatine
38694	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38695	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	L-Ornithine	0.0045		-	M	L-Arginine = CO2 + Agmatine
38695	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38696	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38696	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	L-Lysine	0.0062		-	M	L-Arginine = CO2 + Agmatine
38697	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	Spermidine	0.0069		-	M	L-Arginine = CO2 + Agmatine
38697	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38698	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	Agmatine	0.0015		-	M	L-Arginine = CO2 + Agmatine
38698	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	2.0E-4	0.01	-	M	L-Arginine = CO2 + Agmatine
38699	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	L-Canavanine	0.0012		-	M	L-Arginine = CO2 + Agmatine
38699	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38700	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Km	L-Arginine	9.5E-4		-	M	L-Arginine = CO2 + Agmatine
38700	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	2.0E-4	0.01	-	M	L-Arginine = CO2 + Agmatine
38700	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Vmax		0.00883333333		-	mol*s^(-1)*g^(-1)	L-Arginine = CO2 + Agmatine
38701	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38701	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	2-Nor-2-n-butylpyridoxal phosphate	5.4E-7		-	M	L-Arginine = CO2 + Agmatine
38702	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38702	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	Pyridoxal	3.3E-4		-	M	L-Arginine = CO2 + Agmatine
38703	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Ki	5-Deoxypyridoxal	3.0E-4		-	M	L-Arginine = CO2 + Agmatine
38703	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.025		-	M	L-Arginine = CO2 + Agmatine
38704	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Canavanine	5.0E-4	0.01	-	M	Canavanine = CO2 + 2-(3-Aminopropoxy)guanidine
38704	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Km	L-Canavanine	0.0012		-	M	Canavanine = CO2 + 2-(3-Aminopropoxy)guanidine
38705	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Vmax		0.0216666667		-	mol*s^(-1)*g^(-1)	L-Arginine = CO2 + Agmatine
38705	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	2.0E-4	0.01	-	M	L-Arginine = CO2 + Agmatine
38705	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	2-Norpyridoxal phosphate	5.0E-5		-	M	L-Arginine = CO2 + Agmatine
38705	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Km	L-Arginine	0.0026		-	M	L-Arginine = CO2 + Agmatine
38706	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Km	L-Arginine	0.0021		-	M	L-Arginine = CO2 + Agmatine
38706	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	2.0E-4	0.01	-	M	L-Arginine = CO2 + Agmatine
38706	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Vmax		0.00316666667		-	mol*s^(-1)*g^(-1)	L-Arginine = CO2 + Agmatine
38707	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Km	L-Arginine	0.0023		-	M	L-Arginine = CO2 + Agmatine
38707	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	2.0E-4	0.01	-	M	L-Arginine = CO2 + Agmatine
38707	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Vmax		0.00333333333		-	mol*s^(-1)*g^(-1)	L-Arginine = CO2 + Agmatine
38708	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Vmax		0.01		-	mol*s^(-1)*g^(-1)	L-Arginine = CO2 + Agmatine
38708	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Km	2-Norpyridoxal phosphate	4.0E-7		-	M	L-Arginine = CO2 + Agmatine
38708	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	2-Norpyridoxal phosphate	4.0E-7	2.0E-6	-	M	L-Arginine = CO2 + Agmatine
38709	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Km	omega-Methylpyridoxal phosphate	1.4E-7		-	M	L-Arginine = CO2 + Agmatine
38709	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Vmax		0.00183333333		-	mol*s^(-1)*g^(-1)	L-Arginine = CO2 + Agmatine
38710	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Vmax		0.004		-	mol*s^(-1)*g^(-1)	L-Arginine = CO2 + Agmatine
38710	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	6-Methylpyridoxal phosphate	7.0E-7	2.5E-6	-	M	L-Arginine = CO2 + Agmatine
38710	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Km	6-Methylpyridoxal phosphate	9.4E-7		-	M	L-Arginine = CO2 + Agmatine
38711	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Km	Pyridoxal phosphate	2.7E-8		-	M	L-Arginine = CO2 + Agmatine
38711	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	Pyridoxal phosphate	3.0E-8	2.5E-7	-	M	L-Arginine = CO2 + Agmatine
38711	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Vmax		0.00833333333		-	mol*s^(-1)*g^(-1)	L-Arginine = CO2 + Agmatine
38712	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Km	L-Arginine	6.5E-4		-	M	L-Arginine = CO2 + Agmatine
38712	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	concentration	L-Arginine	2.0E-4	0.01	-	M	L-Arginine = CO2 + Agmatine
38712	4870599	Escherichia coli		arginine decarboxylase	4.1.1.19	Vmax		0.00883333333		-	mol*s^(-1)*g^(-1)	L-Arginine = CO2 + Agmatine
38772	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat		620.0		-	s^(-1)	H2O + o-Nitrophenyl beta-D-galactopyranoside 6-phosphate = D-Galactose 6-phosphate + o-Nitrophenol
38772	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat/Km	o-Nitrophenyl beta-D-galactopyranoside 6-phosphate	5200000.0		-	M^(-1)*s^(-1)	H2O + o-Nitrophenyl beta-D-galactopyranoside 6-phosphate = D-Galactose 6-phosphate + o-Nitrophenol
38772	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Km	o-Nitrophenyl beta-D-galactopyranoside 6-phosphate	1.2E-4		-	M	H2O + o-Nitrophenyl beta-D-galactopyranoside 6-phosphate = D-Galactose 6-phosphate + o-Nitrophenol
38772	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	concentration	o-Nitrophenyl beta-D-galactopyranoside 6-phosphate	0.002		-	M	H2O + o-Nitrophenyl beta-D-galactopyranoside 6-phosphate = D-Galactose 6-phosphate + o-Nitrophenol
38773	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat/Km	p-Nitrophenyl beta-D-galactopyranoside 6-phosphate	2200000.0		-	M^(-1)*s^(-1)	H2O + p-Nitrophenyl beta-D-galactopyranoside 6-phosphate = D-Galactose 6-phosphate + p-Nitrophenol
38773	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	concentration	p-Nitrophenyl beta-D-galactopyranoside 6-phosphate	0.002		-	M	H2O + p-Nitrophenyl beta-D-galactopyranoside 6-phosphate = D-Galactose 6-phosphate + p-Nitrophenol
38773	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat		90.0		-	s^(-1)	H2O + p-Nitrophenyl beta-D-galactopyranoside 6-phosphate = D-Galactose 6-phosphate + p-Nitrophenol
38773	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Km	p-Nitrophenyl beta-D-galactopyranoside 6-phosphate	4.1E-5		-	M	H2O + p-Nitrophenyl beta-D-galactopyranoside 6-phosphate = D-Galactose 6-phosphate + p-Nitrophenol
38781	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	concentration	4-Nitrophenyl-alpha-L-arabinopyranoside	0.002		-	M	H2O + 4-Nitrophenyl-alpha-L-arabinopyranoside = alpha-L-Arabinose + p-Nitrophenol
38781	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat/Km	4-Nitrophenyl-alpha-L-arabinopyranoside	18200.0		-	M^(-1)*s^(-1)	H2O + 4-Nitrophenyl-alpha-L-arabinopyranoside = alpha-L-Arabinose + p-Nitrophenol
38781	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Km	4-Nitrophenyl-alpha-L-arabinopyranoside	0.0116		-	M	H2O + 4-Nitrophenyl-alpha-L-arabinopyranoside = alpha-L-Arabinose + p-Nitrophenol
38781	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat		211.0		-	s^(-1)	H2O + 4-Nitrophenyl-alpha-L-arabinopyranoside = alpha-L-Arabinose + p-Nitrophenol
38784	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Km	p-Nitrophenyl-beta-D-fucopyranoside	0.0169		-	M	H2O + p-Nitrophenyl-beta-D-fucopyranoside = beta-D-Fucose + p-Nitrophenol
38784	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	concentration	p-Nitrophenyl-beta-D-fucopyranoside	0.002		-	M	H2O + p-Nitrophenyl-beta-D-fucopyranoside = beta-D-Fucose + p-Nitrophenol
38784	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat		123.4		-	s^(-1)	H2O + p-Nitrophenyl-beta-D-fucopyranoside = beta-D-Fucose + p-Nitrophenol
38784	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat/Km	p-Nitrophenyl-beta-D-fucopyranoside	7300.0		-	M^(-1)*s^(-1)	H2O + p-Nitrophenyl-beta-D-fucopyranoside = beta-D-Fucose + p-Nitrophenol
38788	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	concentration	o-Nitrophenyl beta-D-galactopyranoside 6-phosphate	0.002		-	M	H2O + o-Nitrophenyl beta-D-galactopyranoside 6-phosphate = D-Galactose 6-phosphate + o-Nitrophenol
38788	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat		620.0		-	s^(-1)	H2O + o-Nitrophenyl beta-D-galactopyranoside 6-phosphate = D-Galactose 6-phosphate + o-Nitrophenol
38788	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	L-Ribose	2.4E-4		-	M	H2O + o-Nitrophenyl beta-D-galactopyranoside 6-phosphate = D-Galactose 6-phosphate + o-Nitrophenol
38788	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat/Km	o-Nitrophenyl beta-D-galactopyranoside 6-phosphate	5200000.0		-	M^(-1)*s^(-1)	H2O + o-Nitrophenyl beta-D-galactopyranoside 6-phosphate = D-Galactose 6-phosphate + o-Nitrophenol
38788	8662937	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Km	o-Nitrophenyl beta-D-galactopyranoside 6-phosphate	1.2E-4		-	M	H2O + o-Nitrophenyl beta-D-galactopyranoside 6-phosphate = D-Galactose 6-phosphate + o-Nitrophenol
