"Reactions"	"Enzymes of a reaction"	"Object ID"	"Object ID"	"Reaction-Direction"	"Substrates"	"Left"	"Right"	"Object ID"	"Object ID"
TRANS-RXN-68	CADB-MONOMER	"CADB-MONOMER"	"TRANS-RXN-68"	LEFT-TO-RIGHT	CADAVERINE // LYS	CADAVERINE // LYS	CADAVERINE // LYS	"CADAVERINE" // "LYS"	"CADAVERINE" // "LYS"
TRANS-RXN0-212	CADB-MONOMER	"CADB-MONOMER"	"TRANS-RXN0-212"	LEFT-TO-RIGHT	PROTON // CADAVERINE	PROTON // CADAVERINE	PROTON // CADAVERINE	"PROTON" // "CADAVERINE"	"PROTON" // "CADAVERINE"
RXN0-6489	""	""	"RXN0-6489"	REVERSIBLE	CARNITINE // CPLX0-7666 // CPLX0-8062	CPLX0-7666 // CARNITINE	CPLX0-8062	"CPLX0-7666" // "CARNITINE"	"CPLX0-8062"
TRANS-RXN-278	PITB-MONOMER // PITA-MONOMER	"PITB-MONOMER" // "PITA-MONOMER"	"TRANS-RXN-278"	PHYSIOL-LEFT-TO-RIGHT	CPD-18500 // PROTON	CPD-18500 // PROTON	CPD-18500 // PROTON	"CPD-18500" // "PROTON"	"CPD-18500" // "PROTON"
RXN0-5222	""	""	"RXN0-5222"	LEFT-TO-RIGHT	PROTON // CARBAMATE // AMMONIUM // CARBON-DIOXIDE	CARBAMATE // PROTON	AMMONIUM // CARBON-DIOXIDE	"CARBAMATE" // "PROTON"	"AMMONIUM" // "CARBON-DIOXIDE"
RXN-14196	""	""	"RXN-14196"	PHYSIOL-LEFT-TO-RIGHT	ATP // CARBAMATE // CARBAMOYL-P // ADP	CARBAMATE // ATP	CARBAMOYL-P // ADP	"CARBAMATE" // "ATP"	"CARBAMOYL-P" // "ADP"
RXN-17753	""	""	"RXN-17753"	PHYSIOL-LEFT-TO-RIGHT	CARBAMOYL-P // CPD-69 // Pi // PROTON	CARBAMOYL-P	CPD-69 // Pi // PROTON	"CARBAMOYL-P"	"CPD-69" // "Pi" // "PROTON"
RXN-14552	EG11551-MONOMER	"EG11551-MONOMER"	"RXN-14552"	PHYSIOL-LEFT-TO-RIGHT	WATER // ATP // CARBAMOYL-P // PPI // CPD-15424 // Pi	CARBAMOYL-P // ATP // WATER	PPI // CPD-15424 // Pi	"CARBAMOYL-P" // "ATP" // "WATER"	"PPI" // "CPD-15424" // "Pi"
RXN0-6435	EG11551-MONOMER	"EG11551-MONOMER"	"RXN0-6435"	PHYSIOL-LEFT-TO-RIGHT	WATER // ATP // HypE-Proteins // CARBAMOYL-P // HypE-S-carboxamide // AMP // PPI // Pi // PROTON	CARBAMOYL-P // HypE-Proteins // ATP // WATER	HypE-S-carboxamide // AMP // PPI // Pi // PROTON	"CARBAMOYL-P" // "HypE-Proteins" // "ATP" // "WATER"	"HypE-S-carboxamide" // "AMP" // "PPI" // "Pi" // "PROTON"
TRANS-RXN0-556	""	""	"TRANS-RXN0-556"	REVERSIBLE	CARBON-MONOXIDE	CARBON-MONOXIDE	CARBON-MONOXIDE	"CARBON-MONOXIDE"	"CARBON-MONOXIDE"
RXN-18031	""	""	"RXN-18031"	REVERSIBLE	H2CO3 // HCO3 // PROTON	H2CO3	HCO3 // PROTON	"H2CO3"	"HCO3" // "PROTON"
RXN-16910	""	""	"RXN-16910"	PHYSIOL-LEFT-TO-RIGHT	AMMONIUM // CPD-18238 // CARBAMATE // Pi // PROTON	CPD-18238 // AMMONIUM	CARBAMATE // Pi // PROTON	"CPD-18238" // "AMMONIUM"	"CARBAMATE" // "Pi" // "PROTON"
RXN-5077	""	""	"RXN-5077"	REVERSIBLE	APS // G7071-MONOMER // MONOMER-2720	G7071-MONOMER // APS	MONOMER-2720	"G7071-MONOMER" // "APS"	"MONOMER-2720"
TRANS-RXN0-244	CPLX0-7641	"CPLX0-7641"	"TRANS-RXN0-244"	PHYSIOL-LEFT-TO-RIGHT	PROTON // CD+2	PROTON // CD+2	PROTON // CD+2	"PROTON" // "CD+2"	"PROTON" // "CD+2"
RXN0-10	EG11167-MONOMER	"EG11167-MONOMER"	"RXN0-10"	LEFT-TO-RIGHT	CD+2	CD+2	CD+2	"CD+2"	"CD+2"
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	"RIBONUCLEOSIDE-DIP-REDUCTII-CPLX"	"RIBONUCLEOSIDE-DIP-REDUCTII-RXN"	RIGHT-TO-LEFT	WATER // Oxidized-NrdH-Proteins // DCDP // CDP // Reduced-NrdH-Proteins	DCDP // Oxidized-NrdH-Proteins // WATER	CDP // Reduced-NrdH-Proteins	"DCDP" // "Oxidized-NrdH-Proteins" // "WATER"	"CDP" // "Reduced-NrdH-Proteins"
CDPREDUCT-RXN	RIBONUCLEOSIDE-DIP-REDUCTI-CPLX	"RIBONUCLEOSIDE-DIP-REDUCTI-CPLX"	"CDPREDUCT-RXN"	RIGHT-TO-LEFT	WATER // Ox-Thioredoxin // DCDP // CDP // Red-Thioredoxin	DCDP // Ox-Thioredoxin // WATER	CDP // Red-Thioredoxin	"DCDP" // "Ox-Thioredoxin" // "WATER"	"CDP" // "Red-Thioredoxin"
CDPKIN-RXN	NUCLEOSIDE-DIP-KIN-CPLX	"NUCLEOSIDE-DIP-KIN-CPLX"	"CDPKIN-RXN"	PHYSIOL-LEFT-TO-RIGHT	ATP // CDP // CTP // ADP	CDP // ATP	CTP // ADP	"CDP" // "ATP"	"CTP" // "ADP"
RXN-12198	""	""	"RXN-12198"	PHYSIOL-LEFT-TO-RIGHT	WATER // CDP // Pi // CMP // PROTON	CDP // WATER	Pi // CMP // PROTON	"CDP" // "WATER"	"Pi" // "CMP" // "PROTON"
RXN-18241	USHA-MONOMER	"USHA-MONOMER"	"RXN-18241"	LEFT-TO-RIGHT	WATER // CPD-606 // CYTIDINE // Pi // GLYCEROL-3P // PROTON	CPD-606 // WATER	CYTIDINE // Pi // GLYCEROL-3P // PROTON	"CPD-606" // "WATER"	"CYTIDINE" // "Pi" // "GLYCEROL-3P" // "PROTON"
RXN-2043	EG12258-MONOMER	"EG12258-MONOMER"	"RXN-2043"	PHYSIOL-LEFT-TO-RIGHT	WATER // CELLULOSE // Cellodextrins	CELLULOSE // WATER	Cellodextrins	"CELLULOSE" // "WATER"	"Cellodextrins"
RXN0-7009	""	""	"RXN0-7009"	REVERSIBLE	DIACETYLCHITOBIOSE-6-PHOSPHATE // EG10143-MONOMER // CPLX0-8079	EG10143-MONOMER // DIACETYLCHITOBIOSE-6-PHOSPHATE	CPLX0-8079	"EG10143-MONOMER" // "DIACETYLCHITOBIOSE-6-PHOSPHATE"	"CPLX0-8079"
RXN0-6547	""	""	"RXN0-6547"	LEFT-TO-RIGHT	CHEB-MONOMER // MONOMER0-4206 // PROTEIN-CHEA // PHOSPHO-CHEB	MONOMER0-4206 // CHEB-MONOMER	PROTEIN-CHEA // PHOSPHO-CHEB	"MONOMER0-4206" // "CHEB-MONOMER"	"PROTEIN-CHEA" // "PHOSPHO-CHEB"
CHEBDEP-RXN	""	""	"CHEBDEP-RXN"		WATER // PHOSPHO-CHEB // Pi // CHEB-MONOMER	PHOSPHO-CHEB // WATER	Pi // CHEB-MONOMER	"PHOSPHO-CHEB" // "WATER"	"Pi" // "CHEB-MONOMER"
RXN0-6542	""	""	"RXN0-6542"	LEFT-TO-RIGHT	ATP // PROTEIN-CHEA // MONOMER0-4206 // ADP	PROTEIN-CHEA // ATP	MONOMER0-4206 // ADP	"PROTEIN-CHEA" // "ATP"	"MONOMER0-4206" // "ADP"
TRANS-RXN0-592	TRANS-CPLX-201	"TRANS-CPLX-201"	"TRANS-RXN0-592"	PHYSIOL-LEFT-TO-RIGHT	CPD-15189 // PROTON	CPD-15189 // PROTON	CPD-15189 // PROTON	"CPD-15189" // "PROTON"	"CPD-15189" // "PROTON"
TRANS-RXN0-591	""	""	"TRANS-RXN0-591"	LEFT-TO-RIGHT	CPD-15189	CPD-15189	CPD-15189	"CPD-15189"	"CPD-15189"
RXN0-6546	""	""	"RXN0-6546"	LEFT-TO-RIGHT	MONOMER0-4206 // CHEY-MONOMER // PHOSPHO-CHEY // PROTEIN-CHEA	CHEY-MONOMER // MONOMER0-4206	PHOSPHO-CHEY // PROTEIN-CHEA	"CHEY-MONOMER" // "MONOMER0-4206"	"PHOSPHO-CHEY" // "PROTEIN-CHEA"
RXN0-6445	G6577-MONOMER	"G6577-MONOMER"	"RXN0-6445"	LEFT-TO-RIGHT	WATER // NAD // MONOMER0-4170 // CHEY-MONOMER // CPD-14762 // NIACINAMIDE	MONOMER0-4170 // NAD // WATER	CHEY-MONOMER // CPD-14762 // NIACINAMIDE	"MONOMER0-4170" // "NAD" // "WATER"	"CHEY-MONOMER" // "CPD-14762" // "NIACINAMIDE"
CHEYDEPHOS-RXN	""	""	"CHEYDEPHOS-RXN"	PHYSIOL-LEFT-TO-RIGHT	PHOSPHO-CHEY // WATER // Pi // CHEY-MONOMER	WATER // PHOSPHO-CHEY	Pi // CHEY-MONOMER	"WATER" // "PHOSPHO-CHEY"	"Pi" // "CHEY-MONOMER"
3.2.1.14-RXN	EG11237-MONOMER	"EG11237-MONOMER"	"3.2.1.14-RXN"	PHYSIOL-LEFT-TO-RIGHT	WATER // CHITIN // Chitodextrins	CHITIN // WATER	Chitodextrins	"CHITIN" // "WATER"	"Chitodextrins"
TRANS-RXN-139	""	""	"TRANS-RXN-139"	REVERSIBLE	CL-	CL-	CL-	"CL-"	"CL-"
7-ALPHA-HYDROXYSTEROID-DEH-RXN	7-ALPHA-HYDROXYSTEROID-DEH-CPLX	"7-ALPHA-HYDROXYSTEROID-DEH-CPLX"	"7-ALPHA-HYDROXYSTEROID-DEH-RXN"	PHYSIOL-LEFT-TO-RIGHT	CHOLATE // NAD // PROTON // NADH // CHOLANATE2	NAD // CHOLATE	PROTON // NADH // CHOLANATE2	"NAD" // "CHOLATE"	"PROTON" // "NADH" // "CHOLANATE2"
TRANS-RXN0-588	YJIO-MONOMER	"YJIO-MONOMER"	"TRANS-RXN0-588"	PHYSIOL-LEFT-TO-RIGHT	PROTON // CHOLATE	CHOLATE // PROTON	PROTON // CHOLATE	"CHOLATE" // "PROTON"	"PROTON" // "CHOLATE"
TRANS-RXN0-527	""	""	"TRANS-RXN0-527"	PHYSIOL-LEFT-TO-RIGHT	CHOLATE	CHOLATE	CHOLATE	"CHOLATE"	"CHOLATE"
RXN0-7230	CHD-MONOMER	"CHD-MONOMER"	"RXN0-7230"	PHYSIOL-LEFT-TO-RIGHT	CHOLINE // ETR-Quinones // ETR-Quinols // BETAINE_ALDEHYDE	ETR-Quinones // CHOLINE	ETR-Quinols // BETAINE_ALDEHYDE	"ETR-Quinones" // "CHOLINE"	"ETR-Quinols" // "BETAINE_ALDEHYDE"
CHD-RXN	CHD-MONOMER	"CHD-MONOMER"	"CHD-RXN"	REVERSIBLE	Acceptor // CHOLINE // BETAINE_ALDEHYDE // Donor-H2	CHOLINE // Acceptor	BETAINE_ALDEHYDE // Donor-H2	"CHOLINE" // "Acceptor"	"BETAINE_ALDEHYDE" // "Donor-H2"
RXN-18376	""	""	"RXN-18376"	PHYSIOL-LEFT-TO-RIGHT	PROTON // NADH-P-OR-NOP // OXYGEN-MOLECULE // CHOLINE // GLYCOLALDEHYDE // TRIMETHYLAMINE // NAD-P-OR-NOP // WATER	CHOLINE // OXYGEN-MOLECULE // NADH-P-OR-NOP // PROTON	GLYCOLALDEHYDE // TRIMETHYLAMINE // NAD-P-OR-NOP // WATER	"CHOLINE" // "OXYGEN-MOLECULE" // "NADH-P-OR-NOP" // "PROTON"	"GLYCOLALDEHYDE" // "TRIMETHYLAMINE" // "NAD-P-OR-NOP" // "WATER"
TRANS-RXN0-533	CPLX0-7963	"CPLX0-7963"	"TRANS-RXN0-533"	PHYSIOL-LEFT-TO-RIGHT	CHOLINE // PROTON	CHOLINE // PROTON	CHOLINE // PROTON	"CHOLINE" // "PROTON"	"CHOLINE" // "PROTON"
TRANS-RXN-99	BETT-MONOMER	"BETT-MONOMER"	"TRANS-RXN-99"	LEFT-TO-RIGHT	PROTON // CHOLINE	PROTON // CHOLINE	PROTON // CHOLINE	"PROTON" // "CHOLINE"	"PROTON" // "CHOLINE"
CHORPYRLY-RXN	CHORPYRLY-MONOMER	"CHORPYRLY-MONOMER"	"CHORPYRLY-RXN"	LEFT-TO-RIGHT	CHORISMATE // 4-hydroxybenzoate // PYRUVATE	CHORISMATE	4-hydroxybenzoate // PYRUVATE	"CHORISMATE"	"4-hydroxybenzoate" // "PYRUVATE"
CHORISMATEMUT-RXN	CHORISMUTPREPHENDEHYDROG-CPLX // CHORISMUTPREPHENDEHYDRAT-CPLX	"CHORISMUTPREPHENDEHYDROG-CPLX" // "CHORISMUTPREPHENDEHYDRAT-CPLX"	"CHORISMATEMUT-RXN"	LEFT-TO-RIGHT	CHORISMATE // PREPHENATE	CHORISMATE	PREPHENATE	"CHORISMATE"	"PREPHENATE"
ISOCHORSYN-RXN	MENF-CPLX // ENTC-MONOMER	"MENF-CPLX" // "ENTC-MONOMER"	"ISOCHORSYN-RXN"	REVERSIBLE	CHORISMATE // ISOCHORISMATE	CHORISMATE	ISOCHORISMATE	"CHORISMATE"	"ISOCHORISMATE"
ANTHRANSYN-RXN	ANTHRANSYN-CPLX	"ANTHRANSYN-CPLX"	"ANTHRANSYN-RXN"	LEFT-TO-RIGHT	GLN // CHORISMATE // PROTON // ANTHRANILATE // PYRUVATE // GLT	CHORISMATE // GLN	PROTON // ANTHRANILATE // PYRUVATE // GLT	"CHORISMATE" // "GLN"	"PROTON" // "ANTHRANILATE" // "PYRUVATE" // "GLT"
ACONITATEHYDR-RXN	CPLX0-7761 // CPLX0-7760	"CPLX0-7761" // "CPLX0-7760"	"ACONITATEHYDR-RXN"	REVERSIBLE	WATER // CIS-ACONITATE // THREO-DS-ISO-CITRATE	CIS-ACONITATE // WATER	THREO-DS-ISO-CITRATE	"CIS-ACONITATE" // "WATER"	"THREO-DS-ISO-CITRATE"
RXN0-7238	ACYLCOASYN-CPLX // EG12357-MONOMER	"ACYLCOASYN-CPLX" // "EG12357-MONOMER"	"RXN0-7238"	PHYSIOL-LEFT-TO-RIGHT	CO-A // ATP // CPD-9247 // CPD-18346 // AMP // PPI // PROTON	CPD-9247 // ATP // CO-A // PROTON	CPD-18346 // AMP // PPI // PROTON	"CPD-9247" // "ATP" // "CO-A" // "PROTON"	"CPD-18346" // "AMP" // "PPI" // "PROTON"
RXN-17011	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER	"1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER"	"RXN-17011"	PHYSIOL-LEFT-TO-RIGHT	CPD-18348 // CPD-18346 // CPD-18353 // CO-A	CPD-18346 // CPD-18348	CPD-18353 // CO-A	"CPD-18346" // "CPD-18348"	"CPD-18353" // "CO-A"
RXN-17010	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER	"1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER"	"RXN-17010"	PHYSIOL-LEFT-TO-RIGHT	1-PALMITOYLGLYCEROL-3-PHOSPHATE // CPD-18346 // CPD-18352 // CO-A	CPD-18346 // 1-PALMITOYLGLYCEROL-3-PHOSPHATE	CPD-18352 // CO-A	"CPD-18346" // "1-PALMITOYLGLYCEROL-3-PHOSPHATE"	"CPD-18352" // "CO-A"
CITLY-RXN	ACECITLY-CPLX	"ACECITLY-CPLX"	"CITLY-RXN"	LEFT-TO-RIGHT	CIT // ACET // OXALACETIC_ACID	CIT	ACET // OXALACETIC_ACID	"CIT"	"ACET" // "OXALACETIC_ACID"
ACONITATEDEHYDR-RXN	CPLX0-7761 // CPLX0-7760	"CPLX0-7761" // "CPLX0-7760"	"ACONITATEDEHYDR-RXN"	REVERSIBLE	CIT // CIS-ACONITATE // WATER	CIT	CIS-ACONITATE // WATER	"CIT"	"CIS-ACONITATE" // "WATER"
RXN-14047	CPLX0-7760 // CPLX0-7761	"CPLX0-7760" // "CPLX0-7761"	"RXN-14047"	REVERSIBLE	CIT // THREO-DS-ISO-CITRATE	CIT	THREO-DS-ISO-CITRATE	"CIT"	"THREO-DS-ISO-CITRATE"
CITTRANS-RXN	ACECITLY-CPLX	"ACECITLY-CPLX"	"CITTRANS-RXN"	LEFT-TO-RIGHT	PROTON // CITRATE-LYASE // CIT // Citrate-Lyase-Citryl-Form // ACET	CIT // CITRATE-LYASE // PROTON	Citrate-Lyase-Citryl-Form // ACET	"CIT" // "CITRATE-LYASE" // "PROTON"	"Citrate-Lyase-Citryl-Form" // "ACET"
RXN-14026	ALKAPHOSPHA-CPLX // USHA-MONOMER // EG11817-MONOMER // EG12115-MONOMER // EG10634-MONOMER // APHA-CPLX	"ALKAPHOSPHA-CPLX" // "USHA-MONOMER" // "EG11817-MONOMER" // "EG12115-MONOMER" // "EG10634-MONOMER" // "APHA-CPLX"	"RXN-14026"	LEFT-TO-RIGHT	WATER // CMP // CYTIDINE // Pi	CMP // WATER	CYTIDINE // Pi	"CMP" // "WATER"	"CYTIDINE" // "Pi"
KDOTRANS-RXN	KDOTRANS-MONOMER	"KDOTRANS-MONOMER"	"KDOTRANS-RXN"	PHYSIOL-LEFT-TO-RIGHT	LIPID-IV-A // CMP-KDO // PROTON // KDO-LIPID-IVA // CMP	CMP-KDO // LIPID-IV-A	PROTON // KDO-LIPID-IVA // CMP	"CMP-KDO" // "LIPID-IV-A"	"PROTON" // "KDO-LIPID-IVA" // "CMP"
DETHIOBIOTIN-SYN-RXN	DETHIOBIOTIN-SYN-CPLX	"DETHIOBIOTIN-SYN-CPLX"	"DETHIOBIOTIN-SYN-RXN"	PHYSIOL-LEFT-TO-RIGHT	ATP // DIAMINONONANOATE // CARBON-DIOXIDE // PROTON // DETHIOBIOTIN // Pi // ADP	CARBON-DIOXIDE // DIAMINONONANOATE // ATP	PROTON // DETHIOBIOTIN // Pi // ADP	"CARBON-DIOXIDE" // "DIAMINONONANOATE" // "ATP"	"PROTON" // "DETHIOBIOTIN" // "Pi" // "ADP"
TRANS-RXN0-585	G7138-MONOMER	"G7138-MONOMER"	"TRANS-RXN0-585"	PHYSIOL-LEFT-TO-RIGHT	CO+2	CO+2	CO+2	"CO+2"	"CO+2"
TRANS-RXN-141A	EG11167-MONOMER // CORA-MONOMER	"EG11167-MONOMER" // "CORA-MONOMER"	"TRANS-RXN-141A"	LEFT-TO-RIGHT	CO+2	CO+2	CO+2	"CO+2"	"CO+2"
TRANS-RXN0-545	""	""	"TRANS-RXN0-545"	REVERSIBLE	CARBON-DIOXIDE	CARBON-DIOXIDE	CARBON-DIOXIDE	"CARBON-DIOXIDE"	"CARBON-DIOXIDE"
RXN0-5253	FORMATEDEHYDROGO-CPLX // FORMATEDEHYDROGN-CPLX	"FORMATEDEHYDROGO-CPLX" // "FORMATEDEHYDROGN-CPLX"	"RXN0-5253"	LEFT-TO-RIGHT	E- // PROTON // CARBON-DIOXIDE // FORMATE	CARBON-DIOXIDE // PROTON // E-	FORMATE	"CARBON-DIOXIDE" // "PROTON" // "E-"	"FORMATE"
RXN0-1565	CPLX0-1924	"CPLX0-1924"	"RXN0-1565"	LEFT-TO-RIGHT	COB-I-ALAMIN	COB-I-ALAMIN	COB-I-ALAMIN	"COB-I-ALAMIN"	"COB-I-ALAMIN"
BTUR2-RXN	COBALADENOSYLTRANS-MONOMER	"COBALADENOSYLTRANS-MONOMER"	"BTUR2-RXN"	LEFT-TO-RIGHT	ATP // COBINAMIDE // ADENOSYLCOBINAMIDE // P3I	COBINAMIDE // ATP	ADENOSYLCOBINAMIDE // P3I	"COBINAMIDE" // "ATP"	"ADENOSYLCOBINAMIDE" // "P3I"
TRANS-RXN0-283	CPLX0-1924	"CPLX0-1924"	"TRANS-RXN0-283"	LEFT-TO-RIGHT	COBINAMIDE	COBINAMIDE	COBINAMIDE	"COBINAMIDE"	"COBINAMIDE"
TRANS-RXN-296	ABC-5-CPLX	"ABC-5-CPLX"	"TRANS-RXN-296"	PHYSIOL-LEFT-TO-RIGHT	WATER // ATP // COBINAMIDE // ADP // Pi // PROTON	COBINAMIDE // ATP // WATER	COBINAMIDE // ADP // Pi // PROTON	"COBINAMIDE" // "ATP" // "WATER"	"COBINAMIDE" // "ADP" // "Pi" // "PROTON"
RXN0-6949	""	""	"RXN0-6949"	REVERSIBLE	CU+ // G6569-MONOMER // CPLX0-8074	G6569-MONOMER // CU+	CPLX0-8074	"G6569-MONOMER" // "CU+"	"CPLX0-8074"
HEMN-RXN	HEMN-MONOMER	"HEMN-MONOMER"	"HEMN-RXN"	LEFT-TO-RIGHT	S-ADENOSYLMETHIONINE // COPROPORPHYRINOGEN_III // PROTOPORPHYRINOGEN // CARBON-DIOXIDE // MET // CH33ADO	COPROPORPHYRINOGEN_III // S-ADENOSYLMETHIONINE	PROTOPORPHYRINOGEN // CARBON-DIOXIDE // MET // CH33ADO	"COPROPORPHYRINOGEN_III" // "S-ADENOSYLMETHIONINE"	"PROTOPORPHYRINOGEN" // "CARBON-DIOXIDE" // "MET" // "CH33ADO"
RXN0-1461	CPLX0-7808	"CPLX0-7808"	"RXN0-1461"	PHYSIOL-LEFT-TO-RIGHT	PROTON // OXYGEN-MOLECULE // COPROPORPHYRINOGEN_III // PROTOPORPHYRINOGEN // CARBON-DIOXIDE // WATER	COPROPORPHYRINOGEN_III // OXYGEN-MOLECULE // PROTON	PROTOPORPHYRINOGEN // CARBON-DIOXIDE // WATER	"COPROPORPHYRINOGEN_III" // "OXYGEN-MOLECULE" // "PROTON"	"PROTOPORPHYRINOGEN" // "CARBON-DIOXIDE" // "WATER"
CPXA-RXN	""	""	"CPXA-RXN"	LEFT-TO-RIGHT	ATP // CPXA-MONOMER // PHOSPHO-CPXA // ADP	CPXA-MONOMER // ATP	PHOSPHO-CPXA // ADP	"CPXA-MONOMER" // "ATP"	"PHOSPHO-CPXA" // "ADP"
CPXR-RXN	""	""	"CPXR-RXN"	LEFT-TO-RIGHT	PHOSPHO-CPXA // CPXR-MONOMER // CPLX0-7748 // CPXA-MONOMER	CPXR-MONOMER // PHOSPHO-CPXA	CPLX0-7748 // CPXA-MONOMER	"CPXR-MONOMER" // "PHOSPHO-CPXA"	"CPLX0-7748" // "CPXA-MONOMER"
RXN0-3381	CPLX0-3121	"CPLX0-3121"	"RXN0-3381"	PHYSIOL-LEFT-TO-RIGHT	OXYGEN-MOLECULE // NADH-P-OR-NOP // CR+6 // CR+3 // NAD-P-OR-NOP // SUPER-OXIDE // PROTON	CR+6 // NADH-P-OR-NOP // OXYGEN-MOLECULE	CR+3 // NAD-P-OR-NOP // SUPER-OXIDE // PROTON	"CR+6" // "NADH-P-OR-NOP" // "OXYGEN-MOLECULE"	"CR+3" // "NAD-P-OR-NOP" // "SUPER-OXIDE" // "PROTON"
R136-RXN	""	""	"R136-RXN"	REVERSIBLE	FRU1P // PC00061 // CPLX-127	PC00061 // FRU1P	CPLX-127	"PC00061" // "FRU1P"	"CPLX-127"
R137-RXN	""	""	"R137-RXN"	REVERSIBLE	FRUCTOSE-16-DIPHOSPHATE // PC00061 // CPLX-128	PC00061 // FRUCTOSE-16-DIPHOSPHATE	CPLX-128	"PC00061" // "FRUCTOSE-16-DIPHOSPHATE"	"CPLX-128"
PHOSPHOAMIDASE-RXN	ALKAPHOSPHA-CPLX	"ALKAPHOSPHA-CPLX"	"PHOSPHOAMIDASE-RXN"	PHYSIOL-LEFT-TO-RIGHT	CREATINE-P // WATER // Pi // CREATINE	WATER // CREATINE-P	Pi // CREATINE	"WATER" // "CREATINE-P"	"Pi" // "CREATINE"
CROBETREDUCT-RXN	CROBETREDUCT-MONOMER	"CROBETREDUCT-MONOMER"	"CROBETREDUCT-RXN"	PHYSIOL-RIGHT-TO-LEFT	PROTON // ETF-Oxidized // GAMMA-BUTYROBETAINYL-COA // CROTONOBETAINYL-COA // ETF-Reduced	GAMMA-BUTYROBETAINYL-COA // ETF-Oxidized // PROTON	CROTONOBETAINYL-COA // ETF-Reduced	"GAMMA-BUTYROBETAINYL-COA" // "ETF-Oxidized" // "PROTON"	"CROTONOBETAINYL-COA" // "ETF-Reduced"
RXN0-269	""	""	"RXN0-269"	REVERSIBLE	CAMP // PC00004 // CPLX0-226	PC00004 // CAMP	CPLX0-226	"PC00004" // "CAMP"	"CPLX0-226"
RXN0-7080	""	""	"RXN0-7080"	PHYSIOL-LEFT-TO-RIGHT	CPD-12377 // CTP // 5-HYDROXY-CTP // WATER	CTP // CPD-12377	5-HYDROXY-CTP // WATER	"CTP" // "CPD-12377"	"5-HYDROXY-CTP" // "WATER"
RXN0-5515	CDPDIGLYSYN-MONOMER	"CDPDIGLYSYN-MONOMER"	"RXN0-5515"	PHYSIOL-LEFT-TO-RIGHT	PROTON // 2-3-4-Saturated-L-Phosphatidates // CTP // PPI // CDP-2-3-4-Saturated-Diacylglycerols	CTP // 2-3-4-Saturated-L-Phosphatidates // PROTON	PPI // CDP-2-3-4-Saturated-Diacylglycerols	"CTP" // "2-3-4-Saturated-L-Phosphatidates" // "PROTON"	"PPI" // "CDP-2-3-4-Saturated-Diacylglycerols"
CDPDIGLYSYN-RXN	CDPDIGLYSYN-MONOMER	"CDPDIGLYSYN-MONOMER"	"CDPDIGLYSYN-RXN"	LEFT-TO-RIGHT	PROTON // L-PHOSPHATIDATE // CTP // PPI // CDPDIACYLGLYCEROL	CTP // L-PHOSPHATIDATE // PROTON	PPI // CDPDIACYLGLYCEROL	"CTP" // "L-PHOSPHATIDATE" // "PROTON"	"PPI" // "CDPDIACYLGLYCEROL"
RXN-12195	""	""	"RXN-12195"	PHYSIOL-LEFT-TO-RIGHT	CTP // WATER // PROTON // Pi // CDP	WATER // CTP	PROTON // Pi // CDP	"WATER" // "CTP"	"PROTON" // "Pi" // "CDP"
RXN0-383	CPLX0-7692	"CPLX0-7692"	"RXN0-383"	PHYSIOL-LEFT-TO-RIGHT	WATER // CTP // PROTON // CMP // PPI	CTP // WATER	PROTON // CMP // PPI	"CTP" // "WATER"	"PROTON" // "CMP" // "PPI"
RXN0-6254	G7496-MONOMER	"G7496-MONOMER"	"RXN0-6254"	LEFT-TO-RIGHT	CTP // CPD-8123 // PROTON // CPD0-1882 // PPI	PROTON // CPD-8123 // CTP	CPD0-1882 // PPI	"PROTON" // "CPD-8123" // "CTP"	"CPD0-1882" // "PPI"
TRANS-RXN0-207	G6260-MONOMER	"G6260-MONOMER"	"TRANS-RXN0-207"	LEFT-TO-RIGHT	ATP // WATER // CU+ // Pi // ADP // PROTON	CU+ // WATER // ATP	CU+ // Pi // ADP // PROTON	"CU+" // "WATER" // "ATP"	"CU+" // "Pi" // "ADP" // "PROTON"
TRANS-RXN0-280	CPLX0-1721	"CPLX0-1721"	"TRANS-RXN0-280"	LEFT-TO-RIGHT	PROTON // CU+	PROTON // CU+	PROTON // CU+	"PROTON" // "CU+"	"PROTON" // "CU+"
R170-RXN	NADH-DHII-MONOMER	"NADH-DHII-MONOMER"	"R170-RXN"	PHYSIOL-LEFT-TO-RIGHT	CU+2 // NADH // NAD // CU+	NADH // CU+2	NAD // CU+	"NADH" // "CU+2"	"NAD" // "CU+"
RXN0-14	EG11167-MONOMER	"EG11167-MONOMER"	"RXN0-14"	LEFT-TO-RIGHT	CU+2	CU+2	CU+2	"CU+2"	"CU+2"
RXN0-5384	""	""	"RXN0-5384"	REVERSIBLE	CU+ // G6263-MONOMER // CPLX0-7702	G6263-MONOMER // CU+	CPLX0-7702	"G6263-MONOMER" // "CU+"	"CPLX0-7702"
